artist_name,track_name,Tempo,Cut Time Feel,Triple Meter,Compound Meter,Odd Meter,Swing Feel,Shuffle Feel,Syncopation Low to High,Backbeat,Danceability
uffie,pop the glock,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0
the album leaf,always for you,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4
the cure,disintegration,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
kanye west,amazing (feat. young jeezy),0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
pixies,no. 13 baby,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
the red jumpsuit apparatus,your guardian angel,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2
evanescence,snow white queen,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
the dandy warhols,nietzsche,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
tori amos,bouncing off clouds,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
nine inch nails,a warm place,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
pink floyd,one of my turns,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
cat power,fool,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
radiohead,sail to the moon,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2
kate nash,mouthwash,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the white stripes,i'm slowly turning into you,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the faint,glass danse,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
audioslave,doesn't remind me,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
paramore,emergency,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
pj harvey,victory,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
wolf parade,dinner bells,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
pj harvey,one line,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
pearl jam,garden,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
cat power,werewolf,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
the sounds,queen of apology,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
the sounds,painted by numbers,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
beck,we dance alone,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
depeche mode,freelove,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
dread zeppelin,no quarter,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.8,0.4,0.6
grandaddy,a.m. 180,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
norah jones,seven years,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.4
pink floyd,keep talking,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
the velvet underground,who loves the sun,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.8
slowdive,souvlaki space station,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
the knife,rock classics,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
the feeling,fill my little world,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
nine inch nails,getting smaller,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
kaiser chiefs,everything is average nowadays,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
the stone roses,i am the resurrection,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
fall out boy,don't you know who i think i am?,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
red hot chili peppers,get on top,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.8
adam green,hard to be a girl,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
bloc party,signs,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2
no doubt,sunday morning,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0
beck,walls,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.6
the beatles,wait,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
girl talk,ask about me,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0
emilie autumn,opheliac,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
girl talk,hand clap,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
justin timberlake,what goes around.../...comes around interlude,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6
rufus wainwright,oh what a world,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
the new pornographers,broken breads,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
sufjan stevens,say yes! to m!ch!gan!,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
afi,the leaving song,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
babyshambles,you talk,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
evanescence,anywhere,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
kanye west,homecoming (feat. chris martin),0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
guns n' roses,don't cry (original),0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
in flames,system,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4
within temptation,stand my ground,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
black rebel motorcycle club,whatever happened to my rock 'n' roll,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
zero 7,the space between,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
elliott smith,coming up roses,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
the clash,london's burning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8
paolo nutini,last request,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.6,0.6
incubus,agoraphobia,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the clash,the right profile,0.8,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.8,0.8
lez zeppelin,the ocean,0.6,0.0,0.0,0.4,0.8,0.4,0.6,0.8,1.0,0.6
wolfmother,joker & the thief,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
amy winehouse,fuck me pumps,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.8,0.8
kevin shields,ikebana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slayer,altar of sacrifice,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.2
the velvet underground,what goes on,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
death from above 1979,sexy results,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
soilwork,as we speak,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4
soilwork,weapon of vanity,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6
bright eyes,land locked blues,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
ratatat,tropicana,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
marilyn manson,the fight song,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
black rebel motorcycle club,wishing well,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
yann tiersen,les jours tristes (instrumental),0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4
the automatic,monster,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
whitesnake,fool for your loving,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.0,0.8
violent femmes,gone daddy gone,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
the b-52's,love shack,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
boy kill boy,suzie,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
inxs,need you tonight,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0
britney spears,perfect lover,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0
matchbox twenty,if you're gone,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
the rolling stones,(i can't get no) satisfaction,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
mika,stuck in the middle,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.8
the human league,don't you want me,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
in flames,crawl through knives,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
lynyrd skynyrd,simple man,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4
feist,1 2 3 4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
múm,now there's that fear again,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2
audioslave,set it off,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4
the cure,last dance,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
lifehouse,everything,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2
imogen heap,closing in,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6
zero 7,speed dial no. 2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
placebo,ask for answers,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
pj harvey,silence,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
aesop rock,none shall pass,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,0.6
my bloody valentine,lose my breath,0.4,0.0,0.2,0.8,0.0,0.0,0.0,0.4,0.2,0.2
mew,circuitry of the wolf,0.6,0.2,0.0,0.0,0.8,0.0,0.0,0.8,0.4,0.2
hot chip,bendable poseable,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
wilco,side with the seeds,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
maxïmo park,acrobat,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
pantera,mouth for war,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
tegan and sara,i bet it stung,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
bob marley & the wailers,waiting in vain,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.8
camera obscura,come back margaret,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
the stills,lola stars and stripes,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
tv on the radio,crying,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8
rammstein,moskau,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
regina spektor,chemo limo,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.2
feist,one two three four,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
elliott smith,christian brothers,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
the long blondes,separated by motorways,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
regina spektor,somedays,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
nightwish,gethsemane,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.2
nick drake,horn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
iron & wine,resurrection fern,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2
scissor sisters,return to oz,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
tokyo police club,your english is good,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
nine inch nails,in this twilight,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4
calvin harris,acceptable in the 80s,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
we are scientists,after hours,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
beirut,the gulag orkestar,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
black rebel motorcycle club,shade of blue,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
smoke city,underwater love,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,0.8
arctic monkeys,505,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
david bowie,life on mars,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2
antony and the johnsons,free at last,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
pink floyd,set the controls for the heart of the sun,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2
the pipettes,your kisses are wasted on me,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
garbage,#1 crush,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.6
daft punk,touch it / technologic,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
black kids,i've underestimated my charm (again),0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
led zeppelin jam,moby dick,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.4,0.2
the black angels,black grease,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
hot chip,hold on,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,1.0
the national,ada,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
the velvet underground,i'm sticking with you,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4
belle and sebastian,the boy done wrong again,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
robyn,konichiwa bitches,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
depeche mode,leave in silence,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
daft punk,one more time / aerodynamic,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
him,soul on fire,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
apocalyptica,bittersweet,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
sonic youth,the sprawl,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
the ting tings,traffic light,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
james blunt,tears and rain,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
bloc party,halo,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8
clint mansell,together we will live forever,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
spoon,sister jack,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
m.i.a.,20 dollar,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
black sabbath,planet caravan,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2
the last shadow puppets,my mistakes were made for you,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4
crystal castles,black panther,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
anton maiden,fear of the dark,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
metric,hardwire,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
nick drake,introduction,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
a perfect circle,vanishing,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2
bat for lashes,sarah,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
the libertines,what a waster,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
porcupine tree,collapse the light into earth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
the sounds,song with a mission,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
arctic monkeys,bigger boys and stolen sweethearts,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the dandy warhols,godless,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
iron & wine,pagan angel and a borrowed car,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
pulp,sorted for e's & wizz,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8,0.6
animal collective,taste,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6
mirah,cold cold water,0.6,0.0,0.0,0.8,0.0,0.2,0.6,0.4,0.4,0.4
ladytron,fighting in built up areas,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
gym class heroes,cupid's chokehold,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
röyksopp,dead to the world,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4
mylo,guilty of love,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0
beck,strange apparition,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.8,0.8
architecture in helsinki,hold music,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0
andrew bird,a nervous tic motion of the head to the left,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4
bright eyes,take it easy (love nothing),0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
pink floyd,echoes,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
daft punk,the prime time of your life,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
girl talk,no pause,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
oasis,i'm outta time,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4
travis,re-offender,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.4
belle and sebastian,she's losing it,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.8
scissor sisters,tits on the radio,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0
tool,hush,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
slayer,piece by piece,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.2
pearl jam,porch,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
tori amos,precious things,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2
yann tiersen,la dispute,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8
emily haines & the soft skeleton,the maid needs a maid,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
red hot chili peppers,my friends,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
tori amos,leather,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.6,0.4
panic at the disco,i constantly thank god for esteban,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
wilco,hummingbird,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
dj shadow,the number song,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.8,1.0,0.6
hot hot heat,you owe me an iou,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
the chemical brothers,saturate,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,1.0
the kooks,shine on,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
camera obscura,dory previn,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4
30 seconds to mars,capricorn (a brand new name),0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
the national,daughters of the soho riots,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
placebo,protège moi,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
broken social scene,i'm still your fag,,,,,,,,,,
black rebel motorcycle club,complicated situation,0.4,0.0,0.0,0.2,0.0,0.4,0.2,0.4,0.4,0.4
the clash,death or glory,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
blondie,picture this,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
neutral milk hotel,the fool,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4
pj harvey,big exit,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
the jesus and mary chain,the hardest walk,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.6
patrick wolf,get lost,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
tokyo police club,citizens of tomorrow,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
afi,dancing through sunday,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.4
girl talk,what it's all about,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0
boards of canada,in the annexe,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
system of a down,x,1.0,0.4,0.0,0.0,0.2,0.0,0.0,0.8,0.8,0.4
system of a down,soldier side (intro),0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
system of a down,psycho,1.0,0.4,0.0,0.0,0.2,0.0,0.0,0.6,0.8,0.4
nightwish,over the hills and far away,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6
radiohead,backdrifts,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.4
something corporate,konstantine,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
m.i.a.,bird flu,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6
the stone roses,this is the one,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
deftones,feiticeira,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4
lcd soundsystem,watch the tapes,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8
ladytron,soft power,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
pink floyd,in the flesh?,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2
pinback,fortress,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6
bright eyes,hot knives,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
sleater-kinney,modern girl,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4
the radio dept.,the worst taste in music,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
fall out boy,sophomore slump or comeback of the year,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
sigur rós,straumnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the velvet underground,beginning to see the light,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
death in vegas,girls,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8,0.6
thirteen senses,into the fire,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4
the cloud room,hey now now,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8
kings of convenience,sorry or please,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4
sufjan stevens,flint (for the unemployed and underpaid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
the beatles,the fool on the hill,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2
the magic numbers,mornings eleven,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.6,0.6
dread zeppelin,the song remains the same,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.8
no doubt,bathwater,0.6,0.0,0.0,0.0,0.0,0.6,0.4,0.8,0.8,0.8
metallica,the unforgiven iii,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.2
him,poison girl,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
of montreal,a sentence of sorts in kongsvinger,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8
bloc party,tulips,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8
goldfrapp,clowns,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2
katie melua,nine million bicycles,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.4
the libertines,vertigo,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
sonic syndicate,jailbreak,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
moby,bodyrock,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0
architecture in helsinki,to and fro,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
elliott smith,wouldn't mama be proud?,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4
neil young,the needle and the damage done,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0
architecture in helsinki,fumble,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6
elbow,forget myself,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
linkin park,with you,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6
the flaming lips,the w.a.n.d.,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.8
autolux,turnstile blues,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4
basement jaxx,red alert,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.0,1.0
beach house,master of none,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4
melanie c,beautiful intentions,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6
