artist_name,track_name,Angry Lyrics,Sad Lyrics,Happy/Joyful Lyrics,Humorous Lyrics,Love/Romance Lyrics,Social/Political Lyrics,Abstract Lyrics,Explicit Lyrics
the beatles,i'm looking through you,0.4,0.4,0.0,0.0,0.8,0.0,0.2,0.0
the knife,she's having a baby,0.2,0.4,0.0,0.0,0.2,0.4,0.6,0.0
the white stripes,ball and biscuit,0.2,0.0,0.0,0.2,0.6,0.0,0.4,0.2
queens of the stone age,regular john,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.2
fiona apple,slow like honey,0.0,0.2,0.0,0.0,0.8,0.0,0.6,0.0
paramore,let the flames begin,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0
30 seconds to mars,edge of the earth,0.2,0.4,0.0,0.0,0.2,0.0,0.6,0.0
suzanne vega,caramel,0.0,0.2,0.0,0.0,0.8,0.0,0.4,0.0
pixies,u-mass,0.4,0.0,0.0,0.6,0.0,0.6,0.2,0.0
pixies,cecilia ann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cut copy,zap zap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opeth,death whispered a lullaby,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0
refused,new noise,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0
panic at the disco,intermission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nick drake,hazey jane ii,0.0,0.4,0.2,0.0,0.2,0.2,0.6,0.0
pink floyd,sheep,0.6,0.2,0.0,0.0,0.0,0.8,0.6,0.0
nine inch nails,demon seed,0.6,0.2,0.0,0.0,0.0,0.0,0.6,0.0
stone temple pilots,plush,0.4,0.8,0.0,0.0,0.4,0.0,0.6,0.0
radiohead,we suck young blood,0.2,0.2,0.0,0.0,0.0,0.6,0.6,0.0
the dresden dolls,the perfect fit,0.6,0.8,0.0,0.2,0.0,0.4,0.4,0.0
the dresden dolls,the jeep song,0.6,0.4,0.0,0.6,0.6,0.0,0.2,0.2
the libertines,don't be shy,0.2,0.2,0.4,0.4,0.6,0.0,0.2,0.2
lou reed,vicious,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.4
tom waits,jockey full of bourbon,0.2,0.2,0.0,0.4,0.0,0.0,0.8,0.2
sneaker pimps,becoming x,0.2,0.6,0.0,0.0,0.2,0.0,0.6,0.0
buffalo springfield,for what it's worth,0.4,0.0,0.0,0.0,0.0,1.0,0.2,0.0
black rebel motorcycle club,pretend,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.0
chemistry,almost in love,0.0,0.4,0.4,0.0,1.0,0.0,0.2,0.0
patrick wolf,paris,0.0,0.2,0.8,0.0,0.8,0.0,0.4,0.0
sufjan stevens,the predatory wasp of the palisades is out to get us!,0.0,0.6,0.6,0.0,1.0,0.0,0.6,0.0
the strokes,ask me anything,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0
audioslave,hypnotize,0.2,0.4,0.0,0.0,0.4,0.0,0.6,0.0
yann tiersen,sur le fil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
porcupine tree,heartattack in a layby,0.0,1.0,0.0,0.0,0.6,0.0,0.4,0.0
nine inch nails,meet your master,0.8,0.0,0.0,0.0,0.0,0.8,0.4,0.2
clint mansell,the last man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
led zeppelin jam,i can't quit you baby,0.4,0.6,0.0,0.0,0.8,0.0,0.2,0.0
black rebel motorcycle club,the line,0.2,0.6,0.0,0.0,0.2,0.0,0.6,0.0
regina spektor,braille,0.0,0.6,0.0,0.2,0.4,0.0,0.8,0.0
damien rice,the animals were gone,0.2,1.0,0.0,0.0,0.6,0.0,0.4,0.0
elliott smith,memory lane,0.2,0.8,0.0,0.0,0.2,0.0,0.4,0.0
jimmy eat world,kill,0.2,0.8,0.0,0.0,0.8,0.0,0.4,0.0
incubus,i miss you,0.0,1.0,0.2,0.0,1.0,0.0,0.2,0.0
the flaming lips,are you a hypnotist??,0.4,0.4,0.0,0.0,0.2,0.0,0.8,0.0
placebo,twenty years,0.0,0.8,0.0,0.0,0.2,0.0,0.6,0.0
mindless self indulgence,straight to video,0.4,0.0,0.0,0.6,0.0,0.4,0.4,0.2
judas priest,breaking the law,0.6,0.2,0.0,0.0,0.0,0.6,0.2,0.0
jimmy eat world,bleed american,0.4,0.0,0.0,0.0,0.0,0.4,0.6,0.0
anton maiden,aces high,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0
sigur rós,viðrar vel til loftárása,0.0,0.2,0.0,0.0,0.2,0.2,0.8,0.0
joy division,these days,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.0
queens of the stone age,i never came,0.4,0.8,0.0,0.0,0.6,0.0,0.4,0.2
moloko,sing it back,0.0,0.0,0.2,0.0,0.6,0.0,0.4,0.2
guns n' roses,estranged,0.2,1.0,0.0,0.0,0.6,0.0,0.4,0.0
slowdive,alison,0.0,0.6,0.0,0.0,0.8,0.0,0.6,0.0
kaiser chiefs,heat dies down,0.4,0.2,0.0,0.2,0.4,0.4,0.2,0.0
the fray,vienna,0.0,0.6,0.0,0.0,0.2,0.0,0.4,0.0
simian mobile disco,it's the beat,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
the wombats,let's dance to joy division,0.0,0.2,1.0,0.4,0.0,0.2,0.2,0.0
rage against the machine,people of the sun,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0
sonic youth,100%,0.4,0.4,0.0,0.0,0.0,0.2,0.4,0.0
daft punk,make love,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
slayer,jesus saves,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2
the mars volta,cicatriz esp,0.4,0.2,0.0,0.0,0.0,0.0,1.0,0.2
pink floyd,another brick in the wall (part ii),0.6,0.0,0.0,0.0,0.0,1.0,0.4,0.0
fischerspooner,the 15th,0.0,0.2,0.0,0.0,0.4,0.0,0.6,0.0
bob dylan,positively 4th street,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
the bravery,tyrant,0.6,0.4,0.0,0.0,0.6,0.0,0.4,0.0
r.e.m.,orange crush,0.4,0.2,0.0,0.0,0.0,0.8,0.6,0.0
guano apes,open your eyes,0.6,0.0,0.0,0.0,0.0,0.6,0.4,0.0
yann tiersen,le moulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depeche mode,i want it all,0.0,0.4,0.0,0.0,0.8,0.0,0.4,0.0
jack's mannequin,holiday from real,0.0,0.4,0.6,0.2,0.2,0.0,0.4,0.2
katatonia,in the white,0.2,0.8,0.0,0.0,0.4,0.0,0.6,0.0
yeah yeah yeahs,down boy,0.4,0.0,0.0,0.0,0.2,0.0,0.4,0.0
the black eyed peas,don't lie,0.2,0.4,0.0,0.0,1.0,0.0,0.2,0.0
megadeth,symphony of destruction,0.8,0.2,0.0,0.0,0.0,1.0,0.4,0.2
death cab for cutie,champagne from a paper cup,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.0
morrissey,in the future when all's well,0.2,0.6,0.2,0.2,0.4,0.0,0.4,0.0
mika,happy ending,0.2,1.0,0.0,0.0,1.0,0.0,0.2,0.0
the clash,(white man) in hammersmith palais,0.4,0.2,0.0,0.4,0.0,0.8,0.2,0.0
elliott smith,easy way out,0.2,0.8,0.0,0.0,0.2,0.0,0.4,0.0
aphex twin,heliosphan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snow patrol,tiny little fractures,0.4,0.6,0.0,0.0,0.8,0.0,0.4,0.0
pj harvey,white chalk,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0
bat for lashes,tahiti,0.0,0.4,0.2,0.0,0.6,0.0,0.6,0.0
wu-tang clan,bring da ruckus,1.0,0.0,0.0,0.2,0.0,0.2,0.4,1.0
combichrist,this s*it will fcuk you up,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nirvana,frances farmer will have her revenge on seattle,0.8,0.4,0.0,0.0,0.0,0.6,0.6,0.0
band of horses,detlef schrempf,0.0,0.8,0.0,0.0,0.6,0.0,0.4,0.0
beck,profanity prayers,0.4,0.2,0.0,0.0,0.0,0.4,0.6,0.0
neko case,dirty knife,0.6,0.4,0.0,0.0,0.0,0.0,0.8,0.0
of montreal,sink the seine,0.0,0.4,0.2,0.2,0.4,0.0,0.8,0.0
gwen stefani,early winter,0.2,1.0,0.0,0.0,0.8,0.0,0.4,0.0
within temptation,mother earth,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0
duffy,distant dreamer,0.0,0.4,0.2,0.0,0.4,0.0,0.4,0.0
the rolling stones,under my thumb,0.4,0.0,0.2,0.0,0.4,0.0,0.2,0.0
moby,beautiful,0.0,0.0,0.6,0.0,0.6,0.0,0.2,0.0
goldfrapp,koko,0.0,0.0,0.2,0.0,0.6,0.0,0.6,0.4
bloc party,two more years,0.0,0.4,0.2,0.0,0.8,0.0,0.2,0.0
patrick wolf,secret garden,0.0,0.2,0.4,0.0,0.6,0.0,0.8,0.0
damien rice,the blowers daughter,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0
art brut,good weekend,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.2
kings of convenience,stay out of trouble,0.0,0.6,0.0,0.0,0.4,0.0,0.2,0.0
wilco,muzzle of bees,0.0,0.4,0.0,0.0,0.2,0.0,0.8,0.0
supergrass,alright,0.0,0.0,1.0,0.4,0.0,0.0,0.2,0.0
babyshambles,carry on up the morning,0.4,0.6,0.0,0.2,0.4,0.0,0.4,0.0
the doors,moonlight drive,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.2
the kooks,matchbox,0.4,0.4,0.0,0.0,0.6,0.0,0.4,0.0
roger sanchez,another chance,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0
joy division,incubation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eric clapton,cocaine,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4
sonic youth,hey joni,0.4,0.0,0.0,0.2,0.0,0.2,0.8,0.0
maroon 5,if i never see your face again,0.4,0.0,0.2,0.0,0.8,0.0,0.2,0.2
misfits,last caress,0.4,0.0,0.0,0.4,0.0,0.0,0.0,1.0
the bravery,honest mistake,0.4,0.4,0.0,0.0,0.6,0.0,0.2,0.0
clint mansell,death is the road to awe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sonic youth,what a waste,0.4,0.2,0.0,0.0,0.4,0.0,0.2,0.0
placebo,centrefolds,0.2,1.0,0.0,0.0,0.8,0.0,0.4,0.0
the fray,little house,0.2,0.8,0.0,0.0,0.4,0.0,0.4,0.0
the prodigy,diesel power,0.4,0.0,0.0,0.2,0.0,0.0,0.6,0.2
mstrkrft,easy love,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
spoon,everything hits at once,0.2,0.8,0.0,0.0,0.8,0.0,0.4,0.0
the ting tings,impacilla carpisung,0.0,0.0,0.6,0.8,0.0,0.0,1.0,0.0
tv on the radio,golden age,0.0,0.0,1.0,0.0,0.0,0.4,0.6,0.0
acceptance,different,0.2,0.4,0.2,0.0,0.4,0.0,0.2,0.0
dread zeppelin,thank you,0.0,0.2,0.6,0.0,1.0,0.0,0.4,0.0
moby,in my heart,0.0,0.2,0.4,0.0,0.4,0.0,0.2,0.0
the black eyed peas,shut up,0.6,0.2,0.0,0.2,0.6,0.0,0.0,0.0
fiona apple,sullen girl,0.2,1.0,0.0,0.0,0.0,0.0,0.6,0.0
ladytron,ghosts,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.0
pink floyd,breathe,0.0,0.2,0.0,0.0,0.2,0.4,0.4,0.0
pink floyd,see emily play,0.0,0.2,0.4,0.2,0.0,0.0,0.8,0.0
serj tankian,lie lie lie,0.8,0.2,0.0,0.0,0.4,0.0,0.4,0.0
bloc party,the pioneers,0.0,0.4,0.0,0.0,0.0,0.4,0.6,0.0
the smiths,what she said,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0
hot chip,the warning,0.6,0.0,0.0,0.6,0.0,0.0,0.2,0.4
depeche mode,sweetest perfection,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.4
jack johnson,times like these,0.0,0.2,0.6,0.0,0.0,0.2,0.2,0.0
daft punk,television rules the nation / crescendolls,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
pink floyd,speak to me,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
late of the pier,space and the woods,0.4,0.2,0.0,0.2,0.0,0.0,0.8,0.0
alphaville,forever young,0.0,0.6,0.2,0.0,0.0,0.6,0.4,0.0
t.a.t.u.,all the things she said,0.2,0.8,0.0,0.0,0.8,0.6,0.2,0.2
nine inch nails,last,0.8,0.2,0.0,0.0,0.2,0.0,0.4,0.4
ladyhawke,paris is burning,0.2,0.2,0.0,0.0,0.0,0.2,0.4,0.0
soilwork,one with the flies,0.8,0.2,0.0,0.0,0.0,0.4,0.6,0.0
the prodigy,take me to the hospital,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
au revoir simone,sad song,0.0,1.0,0.0,0.0,0.6,0.0,0.4,0.0
slowdive,when the sun hits,0.0,0.4,0.0,0.0,0.4,0.0,0.8,0.0
jeff buckley,corpus christi carol,0.0,1.0,0.0,0.0,0.4,0.0,0.8,0.0
beck,elevator music,0.0,0.0,0.2,0.6,0.0,0.2,0.8,0.0
hercules and love affair,hercules theme,0.0,0.0,0.6,0.0,0.2,0.0,0.4,0.0
scissor sisters,filthy/gorgeous,0.0,0.0,0.6,0.8,0.2,0.0,0.2,1.0
queens of the stone age,avon,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0
metallica,ride the lightning,0.6,0.4,0.0,0.0,0.0,0.8,0.2,0.2
the raconteurs,yellow sun,0.0,0.4,0.2,0.0,0.6,0.0,0.4,0.0
m83,i guess i'm floating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depeche mode,see you,0.0,0.4,0.4,0.0,1.0,0.0,0.2,0.0
björk,enjoy,0.0,0.0,0.2,0.0,0.6,0.0,0.4,0.2
jimi hendrix,castles made of sand,0.0,0.8,0.0,0.0,0.4,0.2,0.4,0.0
iron & wine,lovesong of the buzzard,0.0,0.6,0.2,0.0,0.4,0.0,0.8,0.0
radiohead,the gloaming,0.4,0.4,0.0,0.0,0.0,0.6,0.8,0.0
the libertines,what became of the likely lads,0.4,0.8,0.0,0.0,0.4,0.2,0.4,0.0
placebo,blue american,0.4,0.8,0.0,0.0,0.2,0.4,0.4,0.0
beck,missing,0.2,1.0,0.0,0.0,0.8,0.0,0.6,0.0
porcupine tree,gravity eyelids,0.0,0.6,0.0,0.0,0.2,0.0,0.8,0.0
green day,extraordinary girl,0.2,0.8,0.0,0.0,0.6,0.0,0.4,0.0
nick cave & the bad seeds,henry lee,0.6,0.2,0.0,0.0,0.4,0.0,0.2,0.4
soundgarden,spoonman,0.0,0.2,0.2,0.2,0.0,0.2,0.4,0.0
sufjan stevens,prairie fire that wanders about,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0
pj harvey,down by the water,0.4,0.8,0.0,0.0,0.0,0.0,0.4,0.2
cat power,love & communication,0.2,0.6,0.0,0.0,0.6,0.0,0.4,0.0
joanna newsom,emily,0.0,0.4,0.2,0.0,0.6,0.0,0.8,0.0
the strokes,the way it is,0.2,0.4,0.0,0.0,0.6,0.0,0.2,0.0
a.c. newman,miracle drug,0.0,0.2,0.6,0.4,0.6,0.0,0.4,0.0
muse,falling down,0.2,0.8,0.0,0.0,0.2,0.0,0.4,0.0
sonic youth,silver rocket,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0
björk,alarm call,0.0,0.0,0.8,0.0,0.0,0.6,0.4,0.2
the new pornographers,these are the fables,0.0,0.4,0.2,0.0,0.4,0.0,0.6,0.0
the white stripes,you've got her in your pocket,0.0,0.8,0.0,0.0,0.8,0.0,0.2,0.0
kaiser chiefs,never miss a beat,0.2,0.0,0.2,0.4,0.0,0.6,0.2,0.0
pearl jam,elderly woman behind the counter in a small town,0.0,0.8,0.0,0.0,0.4,0.0,0.2,0.0
blur,on your own,0.2,0.4,0.0,0.2,0.0,0.2,0.6,0.0
emily haines & the soft skeleton,mostly waving,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0
daft punk,too long,0.0,0.2,0.6,0.0,1.0,0.0,0.2,0.2
suzanne vega,tom's diner,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
peter bjorn and john,let's call it off,0.2,0.4,0.0,0.0,0.8,0.0,0.2,0.0
10cc,i'm not in love,0.2,0.4,0.0,0.0,1.0,0.0,0.4,0.0
goldfrapp,train,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.2
bob dylan,ballad of a thin man,0.6,0.0,0.0,0.4,0.0,0.6,0.8,0.0
metallica,turn the page,0.2,0.8,0.0,0.0,0.2,0.4,0.2,0.0
m83,graveyard girl,0.0,0.6,0.0,0.0,0.8,0.0,0.6,0.0
doves,pounding,0.0,0.2,0.4,0.0,0.2,0.0,0.4,0.0
sonic youth,rats,0.4,0.2,0.0,0.0,0.0,0.2,0.6,0.0
sigur rós,hjartað hamast (bamm bamm bamm),0.0,0.4,0.2,0.0,0.0,0.0,0.6,0.0
the gathering,travel,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0
led zeppelin jam,you shook me,0.0,0.2,0.2,0.0,0.8,0.0,0.2,0.4
p!nk,just like a pill,0.6,0.4,0.0,0.0,0.6,0.0,0.4,0.2
the sounds,living in america,0.2,0.0,0.6,0.2,0.0,0.4,0.2,0.0
queens of the stone age,auto pilot,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0
oasis,little by little,0.4,0.6,0.0,0.0,0.2,0.2,0.4,0.0
girl talk,set it off,0.4,0.0,0.6,0.2,0.0,0.0,0.2,0.8
the kills,alphabet pony,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.4
metallica,the unforgiven ii,0.4,0.8,0.0,0.0,0.8,0.0,0.4,0.0
evanescence,missing,0.2,1.0,0.0,0.0,0.8,0.0,0.4,0.2
spoon,eddie's ragga,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0
patrick wolf,the childcatcher,0.8,0.6,0.0,0.0,0.0,0.4,0.4,0.4
nick cave & the bad seeds,the weeping song,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.0
the coral,in the morning,0.0,0.0,0.8,0.2,0.4,0.0,0.4,0.0
rufus wainwright,going to a town,0.4,0.8,0.0,0.0,0.0,0.8,0.4,0.0
m.i.a.,pull up the people,0.4,0.0,0.4,0.2,0.0,0.8,0.4,0.0
m83,skin of the night,0.0,0.4,0.2,0.0,0.8,0.0,0.6,0.0
weezer,no one else,0.4,0.2,0.0,0.2,0.8,0.0,0.0,0.0
foals,the french open,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0
the beach boys,i get around,0.2,0.0,1.0,0.2,0.2,0.0,0.0,0.0
system of a down,shimmy,0.8,0.0,0.0,0.2,0.0,0.6,0.6,0.2
foals,hummer,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0
iamx,kiss and swallow,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8
my morning jacket,off the record,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0
goldfrapp,crystalline green,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
keane,atlantic,0.0,1.0,0.0,0.0,0.6,0.0,0.6,0.0
nine inch nails,10 ghosts ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the who,substitute,0.4,0.2,0.0,0.4,0.6,0.4,0.4,0.0
simian mobile disco,tits & acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the avalanches,since i left you,0.0,0.2,0.8,0.0,0.8,0.0,0.2,0.0
björk,aeroplane,0.0,0.4,0.4,0.0,0.8,0.0,0.4,0.0
ac/dc,shoot to thrill,0.4,0.0,0.2,0.2,0.2,0.0,0.4,0.2
anathema,one last goodbye,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.0
weezer,pink triangle,0.2,0.6,0.0,0.2,0.8,0.2,0.2,0.0
him,in joy and sorrow,0.0,0.8,0.2,0.0,1.0,0.0,0.4,0.0
jimmy eat world,a praise chorus,0.0,0.0,0.8,0.0,0.2,0.0,0.2,0.0
asobi seksu,strawberries,0.0,0.4,0.2,0.0,0.6,0.0,0.6,0.0
ladytron,discotraxx,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0
rilo kiley,the absence of god,0.0,0.8,0.0,0.0,0.6,0.4,0.4,0.0
cocorosie,tahiti rain song,0.0,0.6,0.2,0.0,0.2,0.0,0.8,0.0
patrick wolf,don't say no,0.0,0.4,0.4,0.0,0.8,0.0,0.4,0.0
goldfrapp,number 1,0.0,0.0,0.6,0.0,1.0,0.0,0.2,0.0
asobi seksu,strings,0.0,0.4,0.2,0.0,0.4,0.0,0.8,0.0
yeah yeah yeahs,dull life,0.6,0.2,0.0,0.0,0.0,0.4,0.4,0.0
sonic youth,dirty boots,0.0,0.0,0.4,0.0,0.6,0.0,0.6,0.2
him,vampire heart,0.4,0.6,0.0,0.0,1.0,0.0,0.6,0.0
the kills,getting down,0.0,0.0,0.2,0.0,0.2,0.0,0.4,0.2
carla bruni,quelqu'un m'a dit,0.0,0.6,0.2,0.0,1.0,0.0,0.4,0.0
stars,the first five times,0.0,0.4,0.4,0.0,0.8,0.0,0.2,0.2
bat for lashes,bat's mouth,0.2,0.6,0.0,0.0,0.6,0.0,0.6,0.0
the white stripes,the nurse,0.6,0.2,0.0,0.0,0.2,0.0,0.6,0.0
coheed and cambria,welcome home,0.8,0.4,0.0,0.0,0.4,0.0,0.6,0.4
afi,this celluloid dream,0.4,0.6,0.0,0.0,0.4,0.2,0.6,0.0
shivaree,goodnight moon,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.0
beck,chemtrails,0.0,0.4,0.0,0.0,0.0,0.4,0.8,0.0
pj harvey,this mess we're in,0.2,0.6,0.0,0.0,0.8,0.0,0.4,0.4
depeche mode,the sinner in me,0.2,0.6,0.0,0.0,0.4,0.0,0.4,0.0
depeche mode,sister of night,0.0,0.8,0.0,0.0,0.8,0.0,0.6,0.2
the kooks,do you wanna,0.0,0.0,0.6,0.4,0.8,0.0,0.0,0.2
janis joplin,me and bobby mcgee,0.0,0.6,0.4,0.0,0.8,0.2,0.2,0.0
cocorosie,butterscotch,0.2,0.4,0.2,0.4,0.4,0.0,0.8,0.2
elliott smith,single file,0.4,0.6,0.0,0.0,0.0,0.4,0.4,0.0
neko case,lion's jaws,0.0,0.6,0.0,0.0,0.4,0.0,0.8,0.0
the beatles,i will,0.0,0.2,0.4,0.0,1.0,0.0,0.2,0.0
junior senior,move your feet,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
pantera,domination,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2
blonde redhead,misery is a butterfly,0.0,0.8,0.0,0.0,0.4,0.0,0.8,0.0
u2,walk on,0.0,0.2,0.4,0.0,0.2,0.4,0.4,0.0
imogen heap,speeding cars,0.0,0.4,0.2,0.0,0.4,0.0,0.4,0.0
the smiths,rubber ring,0.0,0.6,0.2,0.2,0.0,0.0,0.4,0.0
my chemical romance,you know what they do to guys like us in prison,0.8,0.2,0.0,0.4,0.4,0.4,0.6,0.4
katatonia,consternation,0.2,0.8,0.0,0.0,0.0,0.0,0.6,0.0
iron & wine,free until they cut me down,0.0,0.4,0.0,0.0,0.0,0.2,0.6,0.0
marvin gaye,what's going on,0.0,0.6,0.0,0.0,0.2,1.0,0.2,0.0
ex pistols,anarchy in the u.k.,1.0,0.0,0.0,0.2,0.0,1.0,0.2,0.0
band of horses,marry song,0.0,0.2,0.6,0.0,1.0,0.0,0.4,0.0
no doubt,spiderwebs,0.4,0.0,0.0,0.4,0.2,0.0,0.4,0.0
kate bush,hounds of love,0.0,0.2,0.2,0.0,0.6,0.0,0.6,0.0
nick drake,parasite,0.2,1.0,0.0,0.0,0.0,0.0,0.6,0.0
animal collective,guys eyes,0.0,0.2,0.6,0.0,0.8,0.0,0.4,0.2
jem,just a ride,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0
children of bodom,are you dead yet?,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
new order,regret,0.0,0.6,0.0,0.0,0.4,0.0,0.2,0.0
soilwork,follow the hollow,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.0
wolfmother,mind's eye,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0
wolfmother,pyramid,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0
damien rice,dogs,0.0,0.6,0.2,0.2,0.6,0.0,0.4,0.2
the beatles,she came in through the bathroom window,0.0,0.0,0.4,0.4,0.2,0.0,0.4,0.0
pearl jam,rearviewmirror,0.8,0.4,0.0,0.0,0.2,0.0,0.4,0.2
mando diao,the band,0.0,0.0,0.6,0.2,0.2,0.0,0.2,0.0
scissor sisters,music is the victim,0.0,0.0,1.0,0.6,0.2,0.0,0.4,0.2
m.i.a.,xr2,0.2,0.0,0.6,0.2,0.0,0.4,0.4,0.2
björk,all neon like,0.0,0.2,0.2,0.0,0.6,0.0,0.8,0.0
wilco,hate it here,0.2,1.0,0.0,0.2,0.8,0.0,0.2,0.0
buzzcocks,ever fallen in love?,0.4,0.8,0.0,0.0,1.0,0.0,0.2,0.0
belle and sebastian,act of the apostle ii,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.0
uffie,pop the glock,0.2,0.0,0.4,0.4,0.0,0.0,0.2,0.6
the album leaf,always for you,0.0,0.2,0.4,0.0,1.0,0.0,0.4,0.0
the cure,disintegration,0.4,1.0,0.0,0.0,0.8,0.0,0.6,0.0
kanye west,amazing (feat. young jeezy),0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.4
pixies,no. 13 baby,0.0,0.0,0.2,0.0,0.6,0.0,0.6,0.2
the red jumpsuit apparatus,your guardian angel,0.0,0.4,0.2,0.0,1.0,0.0,0.4,0.0
evanescence,snow white queen,0.4,0.6,0.0,0.0,0.2,0.2,0.6,0.0
the dandy warhols,nietzsche,0.2,0.2,0.0,0.0,0.0,0.2,0.6,0.0
tori amos,bouncing off clouds,0.2,0.4,0.4,0.0,0.6,0.0,0.6,0.0
nine inch nails,a warm place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pink floyd,one of my turns,0.8,0.8,0.0,0.0,0.2,0.0,0.2,0.0
cat power,fool,0.2,0.8,0.0,0.0,0.4,0.0,0.6,0.0
radiohead,sail to the moon,0.0,0.4,0.2,0.0,0.4,0.2,0.6,0.0
kate nash,mouthwash,0.0,0.2,0.4,0.4,0.0,0.0,0.2,0.0
the white stripes,i'm slowly turning into you,0.6,0.2,0.0,0.0,0.6,0.0,0.4,0.0
the faint,glass danse,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2
audioslave,doesn't remind me,0.0,0.6,0.2,0.0,0.0,0.0,0.6,0.0
paramore,emergency,0.6,0.6,0.0,0.0,0.8,0.0,0.4,0.0
pj harvey,victory,0.4,0.2,0.0,0.0,0.4,0.0,0.4,0.0
wolf parade,dinner bells,0.2,0.6,0.0,0.0,0.2,0.0,0.8,0.0
pj harvey,one line,0.0,0.0,0.4,0.0,1.0,0.0,0.2,0.0
pearl jam,garden,0.4,0.6,0.0,0.0,0.0,0.4,0.6,0.0
cat power,werewolf,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0
the sounds,queen of apology,0.4,0.2,0.0,0.0,0.6,0.0,0.2,0.0
the sounds,painted by numbers,0.4,0.0,0.2,0.0,0.0,0.4,0.4,0.0
