artist_name,track_name,Minor / Major Key Tonality,Harmonic Sophistication
snow patrol,set the fire to the third bar (feat. martha wainwright),0.4,0.2
peter bjorn and john,objects of my affection,1.0,0.2
tenacious d,explosivo,0.0,0.2
bright eyes,old soul song (for the new world order),0.6,0.2
creedence clearwater revisited,proud mary,1.0,0.6
kylie minogue,in your eyes,0.0,0.2
andrew bird,heretics,1.0,0.6
architecture in helsinki,one heavy february,1.0,0.2
the dresden dolls,backstabber,0.6,0.6
the bravery,unconditional,0.0,0.2
unkle,rabbit in your headlights,0.0,0.8
the cure,the walk,0.0,0.2
the smiths,asleep,0.8,0.2
crystal castles,love and caring,0.0,0.2
franz ferdinand,fade together,0.8,0.4
foo fighters,no way back,1.0,0.6
buzzcocks,orgasm addict,1.0,0.0
animal collective,daily routine,0.6,0.6
justin timberlake,summer love/set the mood (prelude),0.0,0.2
broken social scene,guilty cubicles,0.4,0.2
animal collective,bluish,0.8,0.6
weezer,el scorcho,0.6,0.6
the killers,neon tiger,1.0,0.2
kelis,trick me,0.0,0.2
opeth,windowpane,0.2,0.6
mylo,sunworshipper,1.0,0.2
red hot chili peppers,she's only 18,0.6,0.6
animal collective,lion in a coma,0.6,0.6
jamiroquai,canned heat,1.0,0.6
dread zeppelin,your time is gonna come,1.0,0.6
kings of leon,california waiting,1.0,0.0
pulp,something changed,1.0,0.2
amy winehouse,addicted,0.0,0.6
wolfmother,white unicorn,0.6,0.6
giant drag,this isn't it,0.4,0.2
boards of canada,sixtyten,0.4,0.6
the pussycat dolls,buttons,0.0,0.2
paolo nutini,new shoes,1.0,0.2
we are scientists,cash cow,0.8,0.6
afi,death of seasons,0.0,0.6
kill hannah,lips like morphine,0.0,0.2
patrick wolf,this weather,0.0,0.6
gustavo cerati,la excepción,0.4,0.4
pantera,cemetery gates,0.0,0.4
the smiths,the headmaster ritual,0.6,0.6
zero 7,throw it all away,1.0,0.6
peaches,fuck the pain away,0.4,0.0
zero 7,out of town,0.4,0.6
the smiths,a rush and a push and the land is ours,0.6,0.6
the rakes,strasbourg,0.4,0.2
underworld,born slippy,0.0,0.2
hot hot heat,middle of nowhere,1.0,0.4
beck,orphans,0.2,0.6
nouvelle vague,dancing with myself,0.4,0.6
gorillaz,fire coming out of the monkey's head,0.0,0.2
burial,in mcdonalds,0.4,0.2
joy division,decades,0.0,0.2
the futureheads,le garage,0.8,0.6
ladytron,evil,0.0,0.2
the smashing pumpkins,muzzle,1.0,0.2
datarock,fa-fa-fa,0.6,0.6
soilwork,overload,0.4,0.6
ladytron,weekend,0.0,0.2
metallica,the end of the line,0.0,0.8
the mars volta,eriatarka,0.4,1.0
tom waits,clap hands,0.0,0.2
hot chip,shake a fist,0.2,0.2
marilyn manson,disposable teens,0.0,0.2
the white stripes,the air near my fingers,0.6,0.0
the decemberists,o valencia!,1.0,0.2
regina spektor,ode to divorce,0.0,0.6
blur,charmless man,1.0,0.6
kings of leon,day old blues,0.8,0.2
eels,novocaine for the soul,0.4,0.4
the prodigy,voodoo people,0.0,0.2
death in vegas,hands around my throat,0.0,0.2
she wants revenge,tear you apart,0.0,0.2
my chemical romance,house of wolves,0.0,0.4
the beatles,think for yourself,0.6,0.6
my chemical romance,mama,0.4,0.8
nightwish,nemo,0.0,0.2
panic at the disco,introduction,0.6,0.6
gnarls barkley,the boogie monster,0.0,0.2
depeche mode,in your room,0.0,0.2
nick drake,fly,0.4,0.6
ratatat,gettysburg,0.0,0.2
pendulum,granite,0.0,0.2
the national,abel,0.0,0.2
ben folds five,brick,0.6,0.4
nirvana,where did you sleep last night?,0.0,0.6
placebo,days before you came,0.0,0.2
deftones,passenger,0.0,0.8
manu chao,clandestino,0.0,0.2
hot hot heat,bandages,1.0,0.2
boards of canada,bocuma,0.6,0.6
kylie minogue,can't get you out of my head,0.0,0.2
ladytron,the last one standing,0.0,0.2
rihanna,breakin' dishes,0.0,0.2
the rolling stones,start me up,1.0,0.0
guns n' roses,since i don't have you,1.0,0.8
the knife,still light,0.0,0.6
alice cooper,school's out,0.6,0.6
the flaming lips,ego tripping at the gates of hell,0.4,0.2
marilyn manson,mobscene,0.0,0.2
wilco,handshake drugs,0.6,0.6
neutral milk hotel,song against sex,1.0,0.6
depeche mode,condemnation,0.4,0.2
red hot chili peppers,easily,0.4,0.2
iron & wine,teeth in the grass,0.2,0.2
iron & wine,innocent bones,0.8,0.6
depeche mode,barrel of a gun,0.0,0.6
damien rice,coconut skins,1.0,0.2
weezer,the good life,1.0,0.2
mstrkrft,work on you,0.0,0.2
the stooges,gimme danger,0.0,0.4
radiohead,morning bell/amnesiac,0.4,0.8
stars,take me to the riot,1.0,0.2
stars,sleep tonight,0.4,0.6
stars,reunion,1.0,0.2
depeche mode,useless,0.0,0.2
whitesnake,love ain't no stranger,0.6,0.4
nine inch nails,reptile,0.0,0.8
tom vek,nothing but green lights,0.2,0.2
tegan and sara,relief next to me,0.6,0.6
tegan and sara,so jealous,1.0,0.2
the smiths,is it really so strange?,0.8,0.6
kings of convenience,love is no big truth,1.0,0.4
nine inch nails,the collector,0.0,0.8
beck,black tambourine,0.6,0.0
cut copy,voices in quartz,0.4,0.2
tv on the radio,a method,0.4,0.6
fiona apple,extraordinary machine,0.8,0.8
paramore,that's what you get,1.0,0.2
iamx,the alternative,0.0,0.4
soundgarden,burden in my hand,0.6,0.6
nirvana,stay away,0.4,0.6
nirvana,you know you're right,0.2,0.6
the la's,there she goes,1.0,0.2
tool,pushit,0.0,0.8
jimmy eat world,23,0.6,0.2
mogwai,7.25,0.4,0.6
beck,youthless,0.0,0.2
the national,karen,1.0,0.2
ozzy osbourne,crazy train,0.6,0.6
rammstein,ohne dich,0.0,0.2
emily haines & the soft skeleton,reading in bed,0.0,0.2
the ting tings,we walk,1.0,0.2
tori amos,professional widow,0.2,0.8
the beach boys,sloop john b,1.0,0.6
a perfect circle,thomas,0.0,0.6
lamb,gorecki,0.0,0.2
belle and sebastian,dress up in you,0.4,0.6
jamiroquai,feels just like it should,0.4,0.2
oasis,the masterplan,1.0,0.2
the stone roses,bye bye badman,0.8,0.6
kim wilde,kids in america,1.0,0.6
dead kennedys,holiday in cambodia,0.0,0.6
guns n' roses,yesterdays,1.0,0.2
bat for lashes,the wizard,0.0,0.2
in flames,my sweet shadow,0.0,0.6
dido,hunter,0.0,0.2
bat for lashes,sad eyes,0.2,0.6
the clash,janie jones,1.0,0.0
the decemberists,the perfect crime #2,0.0,0.4
hot chip,careful,0.0,0.2
paolo nutini,jenny don't be hasty,1.0,0.2
architecture in helsinki,neverevereverdid,1.0,0.4
silversun pickups,waste it on,0.4,0.6
the teenagers,homecoming,1.0,0.2
modest mouse,interlude (milo),0.6,0.2
placebo,brick shithouse,0.0,0.2
sigur rós,fljótavík,0.4,0.6
zz top,gimme all your lovin',0.8,0.6
sigur rós,von,0.4,0.6
athlete,half light,1.0,0.2
joy division,novelty,0.0,0.2
mogwai,i chose horses,0.0,0.6
rihanna,sos,0.0,0.2
the police,can't stand losing you,1.0,0.2
zero 7,this world,0.0,0.6
britney spears,mmm papi,1.0,0.2
pixies,planet of sound,0.4,0.8
nirvana,lake of fire,0.0,0.8
datarock,computer camp love,1.0,0.2
tv on the radio,hours,0.4,0.6
taking back sunday,liar (it takes one to know one),1.0,0.6
suede,animal nitrate,0.6,0.6
oasis,bring it on down,0.8,0.6
yeah yeah yeahs,modern romance,1.0,0.2
norah jones,sunrise,1.0,0.2
the prodigy,girls,0.0,0.2
deerhunter,agoraphobia,0.8,0.2
tom waits,time,0.8,0.8
kaiser chiefs,love's not a competition (but i'm winning),1.0,0.2
my morning jacket,wordless chorus,1.0,0.2
pendulum,mutiny,0.0,0.6
animal collective,banshee beat,0.6,0.6
sentenced,may today become the day,0.0,0.4
snow patrol,crack the shutters,1.0,0.2
ok go,get over it,1.0,0.2
metallica,the four horsemen,0.0,0.6
fergie,fergalicious (feat. will.i.am),0.0,0.2
phoenix,everything is everything,1.0,0.2
the black eyed peas,don't phunk with my heart,0.0,0.4
the doors,the end,0.4,0.6
oasis,stop crying your heart out,0.0,0.4
the notorious b.i.g.,things done changed,0.0,0.6
snow patrol,grazed knees,1.0,0.2
pulp,pencil skirt,0.0,0.2
jason mraz,you and i both,1.0,0.4
red hot chili peppers,especially in michigan,0.0,0.2
radiohead,stop whispering,0.6,0.6
shakira,la pared,0.4,0.4
red hot chili peppers,breaking the girl,0.4,0.6
bright eyes,train under water,1.0,0.4
voxtrot,the start of something,1.0,0.4
the beatles,carry that weight,1.0,0.6
placebo,one of a kind,0.0,0.2
pearl jam,daughter,0.8,0.6
jack johnson,taylor,1.0,0.2
travis,why does it always rain on me?,1.0,0.2
modest mouse,spitting venom,0.6,0.6
deerhunter,never stops,1.0,0.2
fugees,killing me softly,0.0,0.6
the smiths,london,0.8,0.6
r.e.m.,bad day,1.0,0.6
boards of canada,julie and candy,0.4,0.6
sublime,what i got,1.0,0.0
oasis,fuckin' in the bushes,0.4,0.2
belle and sebastian,to be myself completely,1.0,0.4
portishead,mourning air,0.0,0.8
belle and sebastian,mayfly,1.0,0.4
queens of the stone age,do it again,0.0,0.6
pulp,underwear,0.0,0.4
ladytron,cmyk,0.0,0.2
maxïmo park,books from boxes,0.8,0.4
garbage,milk,0.0,0.2
elliott smith,pretty (ugly before),0.8,0.6
the mars volta,drunkship of lanterns,0.4,1.0
feist,honey honey,0.0,0.2
the beatles,golden slumbers,0.8,0.6
of montreal,requiem for o.m.m.2,1.0,0.6
of montreal,rapture rapes the muses,0.8,0.6
death cab for cutie,your new twin sized bed,1.0,0.2
scorpions,rock you like a hurricane,0.0,0.2
travis,big chair,1.0,0.2
of montreal,cato as a pun,1.0,0.6
mika,any other world,0.0,0.4
franz ferdinand,you could have it so much better,0.8,0.6
the beatles,magical mystery tour,0.8,0.6
natasha bedingfield,unwritten,1.0,0.2
the hives,two-timing touch and broken bones,0.0,0.2
tv on the radio,dancing choose,0.6,0.6
mando diao,killer kaczynski,0.0,0.2
him,right here in my arms,0.4,0.2
crystal castles,knights,0.0,0.2
keane,sunshine,0.0,0.2
a.c. newman,on the table,1.0,0.6
the cinematic orchestra,to build a home,0.0,0.8
buena vista social club,chan chan,0.0,0.2
bloc party,little thoughts,0.8,0.6
girl talk,still here,0.6,0.6
suede,beautiful ones,1.0,0.6
my chemical romance,cancer,0.8,0.4
the kills,black balloon,0.4,0.2
oasis,don't go away,1.0,0.4
oasis,songbird,1.0,0.2
linkin park,points of authority,0.0,0.2
foo fighters,let it die,0.0,0.2
death cab for cutie,405,0.8,0.4
leonard cohen,famous blue raincoat,0.0,0.6
bat for lashes,daniel,0.0,0.2
elbow,one day like this,1.0,0.2
siouxsie and the banshees,spellbound,0.0,0.2
cansei de ser sexy,css suxxx,0.0,0.2
ray charles,hit the road jack,0.0,0.2
nine inch nails,down in it,0.0,0.2
ladytron,black cat,0.0,0.2
the kills,hook and line,0.0,0.2
black rebel motorcycle club,heart + soul,0.2,0.6
a perfect circle,thinking of you,0.0,0.6
garbage,cherry lips (go baby go!),1.0,0.2
girl talk,minute by minute,0.6,0.6
the white stripes,little ghost,1.0,0.0
regina spektor,the flowers,0.0,0.6
eric clapton,layla,0.6,0.6
the beatles,you've got to hide your love away,0.8,0.6
mando diao,god knows,1.0,0.2
modest mouse,alone down there,0.2,0.8
the beta band,dry the rain,0.8,0.2
fujiya & miyagi,ankle injuries,0.0,0.2
the national,looking for astronauts,0.2,0.2
katatonia,deliberation,0.0,0.6
ellen allien & apparat,way out,0.0,0.6
cocorosie,not for sale,0.0,0.6
death cab for cutie,talking bird,1.0,0.2
system of a down,forest,0.0,0.6
stars,what i'm trying to say,1.0,0.2
scissor sisters,mary,1.0,0.6
pj harvey,grow grow grow,0.4,0.6
goldfrapp,let it take you,0.0,0.6
boards of canada,gyroscope,0.4,0.6
foals,like swimming,0.8,0.6
misfits,hybrid moments,0.8,0.6
rush,red barchetta,0.6,0.6
justice,the party,0.0,0.2
pavement,range life,1.0,0.2
air,new star in the sky (chanson pour solal),1.0,0.6
gang of four,at home he's a tourist,0.6,0.2
the duke spirit,the step and the walk,0.0,0.2
sia,sunday,0.6,0.6
pj harvey,when under ether,0.4,0.6
placebo,bigmouth strikes again,1.0,0.2
placebo,my sweet prince,0.0,0.2
yann tiersen,la valse d'amélie,0.0,0.6
the kills,love is a deserter,0.0,0.2
vampire weekend,i stand corrected,1.0,0.4
josé gonzález,remain,0.0,0.6
the new pornographers,the laws have changed,1.0,0.6
children of bodom,if you want peace... prepare for war,0.0,0.8
30 seconds to mars,the story,0.0,0.2
weezer,holiday,1.0,0.4
anathema,empty,0.0,0.4
elliott smith,miss misery,0.8,0.8
alice in chains,would?,0.0,0.2
the white stripes,rag and bone,0.6,0.0
morrissey,i will see you in far off places,0.4,0.8
rob zombie,dragula,0.0,0.2
the unicorns,jellybones,0.8,0.6
art brut,modern art,1.0,0.0
the bravery,no brakes,0.0,0.2
pj harvey,sheela-na-gig,0.0,0.2
a perfect circle,gravity,0.0,0.2
the gathering,red is a slow colour,0.0,0.6
air,lost message,0.6,0.6
muse,sober,0.0,0.6
pearl jam,yellow ledbetter,0.8,0.2
josé gonzález,save your day,0.0,0.2
hot chip,out at the pictures,0.0,0.6
the beatles,i'm looking through you,1.0,0.6
the knife,she's having a baby,0.0,0.2
the white stripes,ball and biscuit,0.6,0.0
queens of the stone age,regular john,0.6,0.6
fiona apple,slow like honey,0.0,0.8
paramore,let the flames begin,0.4,0.2
30 seconds to mars,edge of the earth,0.0,0.2
suzanne vega,caramel,0.0,0.6
pixies,u-mass,0.6,0.6
pixies,cecilia ann,1.0,0.0
cut copy,zap zap,0.8,0.2
opeth,death whispered a lullaby,0.0,0.8
refused,new noise,0.0,0.6
panic at the disco,intermission,0.6,0.8
nick drake,hazey jane ii,1.0,0.6
pink floyd,sheep,0.0,0.6
nine inch nails,demon seed,0.0,0.6
stone temple pilots,plush,0.8,0.6
radiohead,we suck young blood,0.0,0.4
the dresden dolls,the perfect fit,0.0,0.8
the dresden dolls,the jeep song,0.4,0.6
the libertines,don't be shy,1.0,0.2
lou reed,vicious,1.0,0.0
tom waits,jockey full of bourbon,0.0,0.6
sneaker pimps,becoming x,0.0,0.6
buffalo springfield,for what it's worth,1.0,0.6
black rebel motorcycle club,pretend,0.2,0.2
chemistry,almost in love,1.0,0.6
patrick wolf,paris,0.6,0.8
sufjan stevens,the predatory wasp of the palisades is out to get us!,0.8,0.6
the strokes,ask me anything,0.6,0.2
audioslave,hypnotize,0.0,0.2
yann tiersen,sur le fil,0.0,0.2
porcupine tree,heartattack in a layby,0.6,0.6
nine inch nails,meet your master,0.0,0.6
clint mansell,the last man,0.0,0.2
led zeppelin jam,i can't quit you baby,0.6,0.0
black rebel motorcycle club,the line,0.4,0.2
regina spektor,braille,0.2,0.8
damien rice,the animals were gone,0.8,0.4
elliott smith,memory lane,0.6,0.8
jimmy eat world,kill,0.6,0.2
incubus,i miss you,1.0,0.2
the flaming lips,are you a hypnotist??,0.4,0.8
placebo,twenty years,0.0,0.2
mindless self indulgence,straight to video,0.0,0.2
judas priest,breaking the law,0.0,0.2
jimmy eat world,bleed american,1.0,0.2
anton maiden,aces high,0.0,0.2
sigur rós,viðrar vel til loftárása,0.6,0.8
joy division,these days,0.2,0.2
queens of the stone age,i never came,0.4,0.6
moloko,sing it back,0.0,0.2
guns n' roses,estranged,0.6,0.8
slowdive,alison,1.0,0.2
kaiser chiefs,heat dies down,1.0,0.2
the fray,vienna,1.0,0.4
simian mobile disco,it's the beat,0.0,0.2
the wombats,let's dance to joy division,1.0,0.2
rage against the machine,people of the sun,0.4,0.6
sonic youth,100%,0.6,0.6
daft punk,make love,0.2,0.2
slayer,jesus saves,0.0,0.8
the mars volta,cicatriz esp,0.4,1.0
pink floyd,another brick in the wall (part ii),0.0,0.6
fischerspooner,the 15th,1.0,0.2
bob dylan,positively 4th street,1.0,0.2
the bravery,tyrant,0.0,0.2
r.e.m.,orange crush,0.6,0.6
guano apes,open your eyes,0.0,0.2
yann tiersen,le moulin,0.2,0.6
depeche mode,i want it all,0.0,0.6
jack's mannequin,holiday from real,1.0,0.4
katatonia,in the white,0.0,0.6
yeah yeah yeahs,down boy,0.0,0.6
the black eyed peas,don't lie,1.0,0.2
megadeth,symphony of destruction,0.0,0.6
death cab for cutie,champagne from a paper cup,0.6,0.2
morrissey,in the future when all's well,1.0,0.2
mika,happy ending,1.0,0.2
the clash,(white man) in hammersmith palais,1.0,0.2
elliott smith,easy way out,0.4,0.6
aphex twin,heliosphan,0.0,0.2
snow patrol,tiny little fractures,0.8,0.2
pj harvey,white chalk,0.0,0.2
bat for lashes,tahiti,0.0,0.2
wu-tang clan,bring da ruckus,0.0,0.6
combichrist,this s*it will fcuk you up,0.0,0.2
nirvana,frances farmer will have her revenge on seattle,0.4,0.2
band of horses,detlef schrempf,1.0,0.2
beck,profanity prayers,0.0,0.2
neko case,dirty knife,0.0,0.6
of montreal,sink the seine,0.8,0.6
gwen stefani,early winter,0.0,0.4
within temptation,mother earth,0.0,0.2
duffy,distant dreamer,1.0,0.6
the rolling stones,under my thumb,0.8,0.6
moby,beautiful,0.0,0.2
goldfrapp,koko,0.0,0.2
bloc party,two more years,0.8,0.2
patrick wolf,secret garden,0.6,0.6
damien rice,the blowers daughter,0.0,0.2
art brut,good weekend,1.0,0.0
kings of convenience,stay out of trouble,0.0,0.4
wilco,muzzle of bees,1.0,0.6
supergrass,alright,1.0,0.2
babyshambles,carry on up the morning,0.4,0.2
the doors,moonlight drive,0.0,0.6
the kooks,matchbox,0.0,0.2
roger sanchez,another chance,0.0,0.2
joy division,incubation,0.0,0.2
eric clapton,cocaine,0.6,0.6
sonic youth,hey joni,0.6,0.6
maroon 5,if i never see your face again,0.6,0.6
misfits,last caress,1.0,0.0
the bravery,honest mistake,0.0,0.2
clint mansell,death is the road to awe,0.0,0.4
sonic youth,what a waste,0.4,0.6
placebo,centrefolds,0.0,0.4
the fray,little house,0.0,0.2
the prodigy,diesel power,0.0,0.2
mstrkrft,easy love,0.0,0.2
spoon,everything hits at once,0.2,0.8
the ting tings,impacilla carpisung,1.0,0.0
tv on the radio,golden age,1.0,0.4
acceptance,different,1.0,0.2
dread zeppelin,thank you,0.8,0.6
moby,in my heart,1.0,0.2
the black eyed peas,shut up,0.0,0.2
fiona apple,sullen girl,0.0,0.8
ladytron,ghosts,0.0,0.2
pink floyd,breathe,0.4,0.6
pink floyd,see emily play,1.0,0.8
serj tankian,lie lie lie,0.0,0.6
bloc party,the pioneers,0.0,0.2
the smiths,what she said,1.0,0.2
hot chip,the warning,0.0,0.2
depeche mode,sweetest perfection,0.0,0.6
jack johnson,times like these,1.0,0.2
daft punk,television rules the nation / crescendolls,0.6,0.2
pink floyd,speak to me,0.6,0.2
late of the pier,space and the woods,0.0,0.6
alphaville,forever young,1.0,0.2
t.a.t.u.,all the things she said,0.4,0.2
nine inch nails,last,0.0,0.8
ladyhawke,paris is burning,0.0,0.2
soilwork,one with the flies,0.0,0.8
the prodigy,take me to the hospital,0.0,0.2
au revoir simone,sad song,0.4,0.2
slowdive,when the sun hits,0.8,0.2
jeff buckley,corpus christi carol,0.4,0.2
beck,elevator music,0.4,0.2
hercules and love affair,hercules theme,0.8,0.4
scissor sisters,filthy/gorgeous,0.0,0.4
queens of the stone age,avon,0.0,0.6
metallica,ride the lightning,0.0,0.8
the raconteurs,yellow sun,1.0,0.6
m83,i guess i'm floating,1.0,0.2
depeche mode,see you,1.0,0.2
björk,enjoy,0.0,0.2
jimi hendrix,castles made of sand,0.6,0.8
iron & wine,lovesong of the buzzard,0.4,0.6
radiohead,the gloaming,0.4,0.8
the libertines,what became of the likely lads,1.0,0.2
placebo,blue american,0.4,0.2
beck,missing,0.0,0.8
porcupine tree,gravity eyelids,0.2,0.8
green day,extraordinary girl,0.6,0.2
nick cave & the bad seeds,henry lee,0.0,0.2
soundgarden,spoonman,0.0,0.6
sufjan stevens,prairie fire that wanders about,0.2,0.2
pj harvey,down by the water,0.0,0.6
cat power,love & communication,0.6,0.4
joanna newsom,emily,0.6,0.8
the strokes,the way it is,0.8,0.6
a.c. newman,miracle drug,1.0,0.6
muse,falling down,0.0,0.6
sonic youth,silver rocket,0.4,0.6
björk,alarm call,1.0,0.2
the new pornographers,these are the fables,1.0,0.4
the white stripes,you've got her in your pocket,1.0,0.2
kaiser chiefs,never miss a beat,1.0,0.6
pearl jam,elderly woman behind the counter in a small town,1.0,0.2
blur,on your own,0.4,0.6
emily haines & the soft skeleton,mostly waving,0.0,0.6
daft punk,too long,0.6,0.6
suzanne vega,tom's diner,1.0,0.2
peter bjorn and john,let's call it off,1.0,0.2
10cc,i'm not in love,1.0,0.8
goldfrapp,train,0.0,0.2
bob dylan,ballad of a thin man,0.0,0.6
metallica,turn the page,0.4,0.2
m83,graveyard girl,1.0,0.2
doves,pounding,1.0,0.2
sonic youth,rats,0.4,0.6
sigur rós,hjartað hamast (bamm bamm bamm),0.4,0.6
the gathering,travel,0.0,0.2
led zeppelin jam,you shook me,0.6,0.0
p!nk,just like a pill,0.4,0.2
the sounds,living in america,1.0,0.2
queens of the stone age,auto pilot,0.4,0.6
oasis,little by little,1.0,0.6
girl talk,set it off,0.6,0.6
the kills,alphabet pony,0.0,0.2
metallica,the unforgiven ii,0.6,0.6
evanescence,missing,0.0,0.6
spoon,eddie's ragga,0.2,0.2
patrick wolf,the childcatcher,0.0,0.8
nick cave & the bad seeds,the weeping song,0.0,0.2
the coral,in the morning,1.0,0.2
rufus wainwright,going to a town,0.0,0.8
m.i.a.,pull up the people,0.0,0.2
m83,skin of the night,0.0,0.2
weezer,no one else,1.0,0.2
foals,the french open,0.6,0.2
the beach boys,i get around,1.0,0.6
system of a down,shimmy,0.4,0.6
foals,hummer,0.4,0.2
iamx,kiss and swallow,0.0,0.2
my morning jacket,off the record,0.8,0.6
goldfrapp,crystalline green,0.0,0.2
keane,atlantic,0.0,0.2
nine inch nails,10 ghosts ii,0.4,0.6
the who,substitute,1.0,0.6
simian mobile disco,tits & acid,0.4,0.6
the avalanches,since i left you,1.0,0.2
björk,aeroplane,0.8,0.6
ac/dc,shoot to thrill,0.8,0.6
anathema,one last goodbye,0.4,0.6
weezer,pink triangle,1.0,0.6
him,in joy and sorrow,0.0,0.4
jimmy eat world,a praise chorus,1.0,0.2
asobi seksu,strawberries,0.8,0.6
ladytron,discotraxx,0.0,0.2
rilo kiley,the absence of god,1.0,0.2
cocorosie,tahiti rain song,0.4,0.6
patrick wolf,don't say no,0.6,0.6
goldfrapp,number 1,1.0,0.2
asobi seksu,strings,0.8,0.2
yeah yeah yeahs,dull life,0.2,0.2
sonic youth,dirty boots,0.8,0.6
him,vampire heart,0.0,0.6
the kills,getting down,0.0,0.2
carla bruni,quelqu'un m'a dit,0.0,0.2
stars,the first five times,0.4,0.2
bat for lashes,bat's mouth,0.0,0.4
the white stripes,the nurse,0.4,0.6
coheed and cambria,welcome home,0.0,0.8
afi,this celluloid dream,0.0,0.2
shivaree,goodnight moon,0.0,0.2
beck,chemtrails,0.0,0.8
pj harvey,this mess we're in,0.8,0.2
depeche mode,the sinner in me,0.0,0.6
depeche mode,sister of night,0.0,0.6
the kooks,do you wanna,1.0,0.2
janis joplin,me and bobby mcgee,1.0,0.0
cocorosie,butterscotch,0.4,0.6
elliott smith,single file,0.0,0.6
neko case,lion's jaws,0.0,0.2
the beatles,i will,1.0,0.4
junior senior,move your feet,1.0,0.2
pantera,domination,0.0,0.8
blonde redhead,misery is a butterfly,0.0,0.6
u2,walk on,1.0,0.2
imogen heap,speeding cars,1.0,0.6
the smiths,rubber ring,0.6,0.6
my chemical romance,you know what they do to guys like us in prison,0.4,0.6
katatonia,consternation,0.0,0.8
iron & wine,free until they cut me down,0.0,0.2
marvin gaye,what's going on,1.0,0.6
ex pistols,anarchy in the u.k.,0.6,0.2
band of horses,marry song,1.0,0.2
no doubt,spiderwebs,1.0,0.2
kate bush,hounds of love,0.6,0.6
nick drake,parasite,0.4,0.6
animal collective,guys eyes,0.8,0.6
jem,just a ride,0.6,0.2
children of bodom,are you dead yet?,0.0,0.8
new order,regret,1.0,0.2
soilwork,follow the hollow,0.4,0.6
wolfmother,mind's eye,0.2,0.2
wolfmother,pyramid,0.0,0.2
damien rice,dogs,0.8,0.4
the beatles,she came in through the bathroom window,1.0,0.6
pearl jam,rearviewmirror,0.8,0.6
mando diao,the band,0.8,0.6
scissor sisters,music is the victim,1.0,0.4
m.i.a.,xr2,0.0,0.2
björk,all neon like,0.4,0.8
wilco,hate it here,1.0,0.4
buzzcocks,ever fallen in love?,0.2,0.6
belle and sebastian,act of the apostle ii,1.0,0.6
uffie,pop the glock,0.4,0.0
the album leaf,always for you,1.0,0.2
the cure,disintegration,0.0,0.2
kanye west,amazing (feat. young jeezy),0.0,0.2
pixies,no. 13 baby,0.6,0.6
the red jumpsuit apparatus,your guardian angel,1.0,0.2
evanescence,snow white queen,0.0,0.6
the dandy warhols,nietzsche,0.6,0.6
tori amos,bouncing off clouds,1.0,0.6
nine inch nails,a warm place,0.6,0.6
pink floyd,one of my turns,0.6,0.6
cat power,fool,0.6,0.6
radiohead,sail to the moon,0.4,0.8
kate nash,mouthwash,1.0,0.2
the white stripes,i'm slowly turning into you,0.6,0.6
the faint,glass danse,0.0,0.2
audioslave,doesn't remind me,0.6,0.2
paramore,emergency,0.0,0.2
pj harvey,victory,0.0,0.2
wolf parade,dinner bells,0.6,0.6
pj harvey,one line,0.4,0.2
pearl jam,garden,0.0,0.2
cat power,werewolf,0.0,0.2
the sounds,queen of apology,0.0,0.2
the sounds,painted by numbers,0.0,0.2
beck,we dance alone,0.4,0.6
depeche mode,freelove,0.0,0.2
dread zeppelin,no quarter,0.0,0.8
grandaddy,a.m. 180,1.0,0.2
norah jones,seven years,0.0,0.2
pink floyd,keep talking,0.0,0.4
the velvet underground,who loves the sun,1.0,0.2
slowdive,souvlaki space station,0.2,0.2
the knife,rock classics,0.0,0.2
the feeling,fill my little world,1.0,0.4
nine inch nails,getting smaller,0.4,0.8
kaiser chiefs,everything is average nowadays,1.0,0.2
the stone roses,i am the resurrection,1.0,0.6
fall out boy,don't you know who i think i am?,1.0,0.2
red hot chili peppers,get on top,0.2,0.2
adam green,hard to be a girl,0.8,0.6
bloc party,signs,0.0,0.2
no doubt,sunday morning,1.0,0.4
beck,walls,0.0,0.6
the beatles,wait,1.0,0.6
girl talk,ask about me,0.6,0.6
emilie autumn,opheliac,0.0,0.4
girl talk,hand clap,0.6,0.6
justin timberlake,what goes around.../...comes around interlude,0.0,0.4
rufus wainwright,oh what a world,1.0,0.6
the new pornographers,broken breads,0.8,0.6
sufjan stevens,say yes! to m!ch!gan!,1.0,0.2
afi,the leaving song,0.0,0.2
babyshambles,you talk,1.0,0.2
evanescence,anywhere,1.0,0.2
kanye west,homecoming (feat. chris martin),1.0,0.2
guns n' roses,don't cry (original),1.0,0.4
in flames,system,0.0,0.6
within temptation,stand my ground,0.0,0.2
black rebel motorcycle club,whatever happened to my rock 'n' roll,0.4,0.2
zero 7,the space between,0.4,0.6
elliott smith,coming up roses,0.0,0.8
the clash,london's burning,0.8,0.6
paolo nutini,last request,0.0,0.2
incubus,agoraphobia,0.6,0.6
the clash,the right profile,1.0,0.6
lez zeppelin,the ocean,0.8,0.6
wolfmother,joker & the thief,0.0,0.2
amy winehouse,fuck me pumps,1.0,0.6
kevin shields,ikebana,0.6,0.6
slayer,altar of sacrifice,0.0,0.8
the velvet underground,what goes on,1.0,0.0
death from above 1979,sexy results,0.0,0.2
soilwork,as we speak,0.0,0.6
soilwork,weapon of vanity,0.0,0.6
bright eyes,land locked blues,0.8,0.2
ratatat,tropicana,1.0,0.2
