artist_name,track_name,Live Recording,Audio Production,Aural Intensity,Acoustic Sonority,Electric Sonority,Synthetic Sonority
goldfrapp,slide in,0.0,1.0,0.6,0.2,0.2,1.0
queens of the stone age,hangin' tree,0.0,1.0,0.8,0.0,1.0,0.0
björk,like someone in love,0.0,0.8,0.2,1.0,0.0,0.0
patrick wolf,wolf song,0.0,0.8,0.6,0.8,0.4,0.2
david bowie,cracked actor,0.0,0.8,0.8,0.2,1.0,0.0
the jesus and mary chain,never understand,0.0,0.4,1.0,0.2,1.0,0.0
cat power,willie,0.0,1.0,0.4,0.8,0.4,0.0
guns n' roses,ain't it fun,0.0,0.8,0.8,0.0,1.0,0.0
idlewild,you held the world in your arms,0.0,1.0,0.8,0.4,1.0,0.0
rammstein,wo bist du,0.0,1.0,0.8,0.2,1.0,0.6
the beatles,when i'm sixty-four,0.0,1.0,0.4,0.8,0.4,0.0
david bowie,soul love,0.0,0.8,0.4,0.8,0.6,0.0
scissor sisters,i don't feel like dancing,0.0,1.0,0.8,0.4,0.6,0.8
nick drake,time has told me,0.0,0.8,0.4,0.8,0.4,0.0
iron & wine,jezebel,0.0,0.8,0.2,1.0,0.2,0.0
the prodigy,colours,0.0,1.0,1.0,0.0,0.2,1.0
nine inch nails,please,0.0,1.0,0.8,0.0,0.8,1.0
apparat,hailin from the edge,0.0,1.0,0.4,0.4,0.6,0.8
iron & wine,the devil never sleeps,0.0,1.0,0.6,0.4,0.6,0.2
led zeppelin,dancing days,0.0,0.8,0.6,0.2,1.0,0.0
faithless,god is a dj,0.0,1.0,0.8,0.0,0.2,1.0
atb,ecstasy,0.0,1.0,0.8,0.0,0.0,1.0
editors,open your arms,0.0,0.8,0.8,0.0,1.0,0.2
maroon 5,can't stop,0.0,1.0,0.8,0.2,1.0,0.4
the libertines,the ha ha wall,0.0,0.6,0.8,0.2,1.0,0.0
nine inch nails,sanctified,0.0,1.0,0.6,0.0,0.4,1.0
my chemical romance,to the end,0.0,1.0,1.0,0.0,1.0,0.0
nine inch nails,ruiner,0.0,1.0,0.8,0.0,0.4,1.0
queens of the stone age,leg of lamb,0.0,0.8,0.6,0.2,1.0,0.0
david bowie,rock 'n' roll suicide,0.0,0.8,0.8,0.6,0.6,0.0
she wants revenge,these things,0.0,1.0,0.6,0.0,0.8,0.6
the stone roses,don't stop,0.0,0.8,0.4,0.2,0.8,0.0
babyshambles,la belle et la bête,0.0,0.4,0.4,0.2,0.8,0.0
mariah carey,all i want for christmas is you,0.0,1.0,0.8,0.4,0.4,0.8
babyshambles,the 32nd of december,0.0,0.4,0.6,0.2,0.8,0.0
porcupine tree,lightbulb sun,0.0,1.0,0.6,0.6,0.8,0.2
soda stereo,en la ciudad de la furia,0.0,0.8,0.6,0.2,1.0,0.4
sonic youth,turquoise boy,0.0,1.0,0.8,0.0,1.0,0.0
sigur rós,hafsól,0.0,1.0,1.0,0.4,1.0,0.2
linkin park,a place for my head,0.0,1.0,1.0,0.0,1.0,0.4
the decemberists,grace cathedral hill,0.0,0.8,0.4,0.8,0.2,0.0
spoon,finer feelings,0.0,1.0,0.6,0.2,0.8,0.2
serj tankian,sky is over,0.0,1.0,0.8,0.4,0.8,0.2
sébastien tellier,la ritournelle,0.0,1.0,0.6,0.8,0.4,0.4
fall out boy,i slept with someone in fall out boy and all i got was this stupid song written about me,0.0,1.0,0.8,0.0,1.0,0.0
yeah yeah yeahs,runaway,0.0,1.0,0.6,0.8,0.4,0.4
múm,k/half noise,0.0,0.8,0.2,0.4,0.2,0.8
elvis presley,hound dog,0.0,0.8,0.8,0.4,0.6,0.0
the radio dept.,pulling our weight,0.0,0.6,0.4,0.2,0.8,0.6
mylo,rikki,0.0,1.0,0.6,0.2,0.2,1.0
jem,save me,0.0,1.0,0.6,0.4,0.2,0.8
broken social scene,almost crimes,0.0,0.8,0.8,0.2,1.0,0.2
queen,now i'm here,0.0,0.8,0.8,0.0,1.0,0.0
blur,tender,0.0,1.0,0.6,0.8,0.6,0.2
gorillaz,punk,0.0,0.8,1.0,0.2,1.0,0.2
the beatles,wild honey pie,0.0,0.4,0.8,0.8,0.2,0.0
hot chip,no fit state,0.0,0.8,0.8,0.0,0.2,1.0
múm,hú hviss - a ship,0.0,0.8,0.2,0.8,0.2,0.6
ratatat,el pico,0.0,1.0,0.8,0.2,1.0,0.6
ratatat,montanita,0.0,1.0,0.6,0.0,0.8,0.8
nirvana,serve the servants,0.0,0.8,0.8,0.2,1.0,0.0
the faint,agenda suicide,0.0,0.8,0.8,0.0,0.4,1.0
kanye west,everything i am,0.0,1.0,0.4,0.6,0.6,0.2
nirvana,school,0.0,0.4,0.8,0.2,1.0,0.0
nirvana,very ape,0.0,0.8,1.0,0.0,1.0,0.0
pixies,is she weird,0.0,0.8,0.8,0.0,1.0,0.0
the verve,the rolling people,0.0,1.0,1.0,0.2,1.0,0.2
sufjan stevens,the henney buggy band,0.0,0.8,0.6,0.8,0.4,0.0
depeche mode,waiting for the night,0.0,1.0,0.4,0.0,0.2,1.0
guns n' roses,think about you,0.0,0.8,0.8,0.2,1.0,0.0
mötley crüe,shout at the devil,0.0,0.8,1.0,0.0,1.0,0.2
joy division,the eternal,0.0,0.8,0.2,0.2,0.4,0.8
modest mouse,dramamine,0.0,0.6,0.6,0.4,0.8,0.0
placebo,plasticine,0.0,1.0,0.8,0.0,1.0,0.2
placebo,scared of girls,0.0,0.8,0.8,0.2,1.0,0.2
soda stereo,cuando pase el temblor,0.0,0.8,0.6,0.4,0.8,0.4
metallica,bleeding me,0.0,1.0,0.8,0.2,1.0,0.0
bernard herrmann,twisted nerve,0.0,0.8,0.4,1.0,0.0,0.0
battles,bad trails,0.0,1.0,0.8,0.4,0.8,0.4
friendly fires,paris,0.0,1.0,0.6,0.2,0.6,0.8
within temptation,forsaken,0.0,1.0,0.8,0.4,0.8,0.6
blur,no distance left to run,0.0,1.0,0.4,0.4,0.8,0.4
system of a down,science,0.0,1.0,1.0,0.0,1.0,0.0
the futureheads,skip to the end,0.0,0.8,0.8,0.0,1.0,0.0
burial,untrue,0.0,0.4,0.4,0.0,0.2,1.0
nick cave & the bad seeds,into my arms,0.0,1.0,0.2,0.8,0.2,0.0
the jesus and mary chain,cut dead,0.0,0.4,0.4,0.4,0.8,0.0
belle and sebastian,is it wicked not to care?,0.0,0.8,0.2,0.8,0.4,0.0
yellowcard,only one,0.0,1.0,0.8,0.4,1.0,0.0
primal scream,movin' on up,0.0,0.8,0.8,0.8,0.6,0.2
nine inch nails,happiness in slavery,0.0,1.0,1.0,0.0,1.0,0.8
the gathering,marooned,0.0,1.0,0.4,0.2,0.6,0.8
elliott smith,st. ides heaven,0.0,0.4,0.4,0.8,0.2,0.0
the decemberists,odalisque,0.0,0.8,0.8,0.2,0.8,0.0
elliott smith,the biggest lie,0.0,0.4,0.2,1.0,0.0,0.0
super furry animals,hello sunshine,0.0,1.0,0.4,0.6,0.4,0.2
cut copy,time stands still,0.0,1.0,0.6,0.2,0.6,0.8
grandaddy,hewlett's daughter,0.0,0.8,0.6,0.2,0.8,0.6
talk talk,it's my life,0.0,1.0,0.6,0.0,0.6,1.0
klaxons,four horsemen of 2012,0.0,1.0,0.8,0.2,0.6,0.8
the whitest boy alive,inflation,0.2,0.8,0.4,0.4,0.8,0.0
the flaming lips,all we have is now,0.0,1.0,0.4,0.6,0.2,0.8
the flaming lips,it's summertime,0.0,1.0,0.4,0.2,0.4,0.8
the mars volta,this apparatus must be unearthed,0.0,1.0,1.0,0.2,1.0,0.4
radiohead,a wolf at the door,0.0,1.0,0.6,0.2,0.8,0.2
sleater-kinney,entertain,0.0,0.8,1.0,0.2,1.0,0.0
björk,wanderlust,0.0,1.0,0.8,0.8,0.2,0.8
wilco,at least that's what you said,0.0,1.0,0.8,0.4,0.8,0.0
deep purple,soldier of fortune,0.0,1.0,0.2,1.0,0.2,0.0
porcupine tree,halo,0.0,1.0,0.8,0.0,1.0,0.4
the beatles,the continuing story of bungalow bill,0.0,0.8,0.6,0.8,0.4,0.2
cat power,i found a reason,0.0,0.6,0.2,0.8,0.2,0.0
fall out boy,golden,0.0,1.0,0.4,0.8,0.2,0.2
the cure,all cats are grey,0.0,0.8,0.2,0.2,0.2,1.0
fedde le grand,put your hands up for detroit,0.0,1.0,0.8,0.0,0.0,1.0
deerhunter,calvary scars,0.0,0.8,0.6,0.2,0.8,0.2
blondie,the tide is high,0.0,1.0,0.4,0.8,0.4,0.2
nine inch nails,big man with a gun,0.0,0.8,1.0,0.0,0.8,0.8
the prodigy,mindfields,0.0,1.0,1.0,0.0,0.2,1.0
final fantasy,the cn tower belongs to the dead,0.0,0.8,0.4,1.0,0.0,0.0
oasis,slide away,0.0,0.8,0.8,0.2,1.0,0.0
mando diao,long before rock 'n' roll,0.0,0.8,0.8,0.2,1.0,0.0
tiga,you gonna want me,0.0,1.0,0.8,0.0,0.2,1.0
mando diao,down in the past,0.0,0.8,0.8,0.2,1.0,0.0
ladyhawke,magic,0.0,1.0,0.6,0.2,0.6,1.0
gorillaz,rock the house,0.0,1.0,0.6,0.4,0.2,0.8
the jesus and mary chain,head on,0.0,0.8,0.8,0.0,1.0,0.4
lady gaga,boys boys boys,0.0,1.0,0.8,0.0,0.2,1.0
porcupine tree,the rest will flow,0.0,1.0,0.4,0.8,0.4,0.2
metallica,leper messiah,0.0,1.0,1.0,0.0,1.0,0.0
backyard babies,minus celsius,0.0,0.8,0.8,0.0,1.0,0.0
foo fighters,walking after you,0.0,0.8,0.2,0.2,0.8,0.0
bat for lashes,seal jubilee,0.0,0.8,0.2,0.8,0.2,0.2
brian eno,2/2,0.0,1.0,0.2,0.0,0.0,1.0
pj harvey,the whores hustle and the hustlers whore,0.0,1.0,0.8,0.0,1.0,0.0
duran duran,girls on film,0.0,1.0,0.6,0.2,0.8,0.6
tegan and sara,fix you up,0.0,0.8,0.4,0.4,0.8,0.6
olspur,it's time to rock,0.0,0.6,0.8,0.2,0.8,0.2
björk,i've seen it all,0.0,1.0,0.6,0.8,0.2,0.4
vnv nation,standing,0.0,0.8,0.8,0.0,0.0,1.0
tonic,if you could only see,0.0,1.0,0.6,0.2,1.0,0.0
clint mansell,xibalba,0.0,1.0,0.8,0.8,0.6,0.2
radiohead,nice dream,0.0,1.0,0.4,0.4,0.8,0.0
oasis,go let it out,0.0,1.0,0.8,0.4,0.8,0.2
rage against the machine,born of a broken man,0.0,1.0,1.0,0.0,1.0,0.0
death cab for cutie,pity and fear,0.0,1.0,0.8,0.2,0.8,0.4
ladyhawke,my delirium,0.0,1.0,0.8,0.0,0.8,1.0
children of bodom,sixpounder,0.0,1.0,1.0,0.2,1.0,0.4
m. ward,transfiguration #1,0.0,0.6,0.2,1.0,0.0,0.0
iron & wine,southern anthem,0.0,0.4,0.2,1.0,0.2,0.0
los campesinos!,you! me! dancing!,0.0,0.8,0.8,0.2,1.0,0.2
editors,bones,0.0,1.0,0.8,0.2,1.0,0.2
deep purple,child in time,0.0,0.8,1.0,0.2,1.0,0.0
keane,put it behind you,0.0,1.0,0.8,0.4,0.6,0.8
weezer,why bother?,0.0,0.8,0.8,0.0,1.0,0.0
silversun pickups,kissing families,0.0,0.8,0.8,0.0,1.0,0.0
johnny cash,i still miss someone,0.0,0.6,0.4,0.8,0.2,0.0
johnny cash,give my love to rose,1.0,0.6,0.4,1.0,0.0,0.0
timbaland,the way i are,0.0,1.0,0.8,0.0,0.2,1.0
phoenix,consolation prizes,0.0,0.8,0.6,0.4,0.8,0.0
regina spektor,summer in the city,0.0,1.0,0.4,0.8,0.2,0.0
the 69 eyes,brandon lee,0.0,1.0,0.8,0.2,1.0,0.4
lady gaga,the fame,0.0,1.0,0.8,0.0,0.2,1.0
sex pistols,liar,0.0,0.8,1.0,0.0,1.0,0.0
talking heads,road to nowhere,0.0,1.0,0.6,0.4,0.8,0.2
ambulance ltd,heavy lifting,0.0,0.8,0.6,0.2,0.8,0.2
iron & wine,wolves (song of the shepherd's dog),0.0,1.0,0.4,0.8,0.4,0.2
tegan and sara,i won't be left,0.0,0.8,0.6,0.2,0.8,0.4
the clash,straight to hell,0.0,0.8,0.4,0.2,0.8,0.2
the decemberists,of angels and angles,0.0,1.0,0.2,1.0,0.0,0.0
guns n' roses,better,0.0,1.0,0.8,0.0,1.0,0.4
the decemberists,red right ankle,0.0,0.8,0.2,1.0,0.0,0.0
andrew bird,fiery crash,0.0,0.8,0.6,0.4,0.8,0.2
the bravery,swollen summer,0.0,1.0,0.8,0.2,0.8,0.8
the smiths,i don't owe you anything,0.0,0.8,0.4,0.4,0.8,0.0
depeche mode,in sympathy,0.0,1.0,0.6,0.0,0.4,1.0
josé gonzález,teardrop,0.0,0.8,0.4,1.0,0.0,0.0
nina simone,my baby just cares for me,0.0,0.8,0.4,1.0,0.0,0.0
yann tiersen,la valse d'amélie (version piano),0.0,1.0,0.4,1.0,0.0,0.0
placebo,passive aggressive,0.0,0.8,0.8,0.0,1.0,0.2
tool,bottom,0.0,0.8,1.0,0.0,1.0,0.0
digitalism,magnets,0.0,1.0,0.8,0.0,0.2,1.0
rilo kiley,i never,0.0,1.0,0.4,0.4,0.8,0.2
black rebel motorcycle club,rise or fall,0.0,0.8,0.6,0.2,0.8,0.2
everything but the girl,missing,0.0,1.0,0.8,0.2,0.2,1.0
bruce springsteen,streets of philadelphia,0.0,1.0,0.4,0.0,0.2,1.0
elliott smith,a passing feeling,0.0,0.8,0.8,0.2,0.8,0.0
bob dylan,hurricane,0.0,0.8,0.8,0.8,0.4,0.0
jack johnson,bubble toes,0.0,0.8,0.4,1.0,0.2,0.0
mew,she came home for christmas,0.0,0.8,0.6,0.2,0.8,0.4
sonic youth,schizophrenia,0.0,0.6,0.8,0.0,1.0,0.0
korn,got the life,0.0,1.0,1.0,0.2,1.0,0.2
mazzy star,five string serenade,0.0,0.8,0.2,0.8,0.2,0.0
pulp,i spy,0.0,1.0,0.4,0.4,0.8,0.4
maxïmo park,girls who play guitars,0.0,1.0,0.8,0.0,1.0,0.2
imogen heap,the moment i said it,0.0,1.0,0.8,0.6,0.2,0.8
patrick wolf,the kiss,0.0,1.0,0.6,0.6,0.4,0.6
sufjan stevens,holland,0.0,0.8,0.2,1.0,0.2,0.0
röyksopp,sombre detune,0.0,1.0,0.2,0.0,0.0,1.0
audioslave,getaway car,0.0,1.0,0.6,0.0,1.0,0.0
grizzly bear,easier,0.0,0.8,0.4,0.8,0.4,0.0
beck,dark star,0.0,1.0,0.4,0.2,0.6,0.8
finntroll,trollhammaren,0.0,0.8,1.0,0.2,1.0,0.6
david bowie,drive-in saturday,0.0,0.8,0.6,0.4,0.8,0.0
regina spektor,love affair,0.0,0.4,0.4,1.0,0.0,0.0
katatonia,rusted,0.0,1.0,0.8,0.2,1.0,0.4
bonobo,ketto,0.0,1.0,0.6,0.4,0.6,0.8
matchbox twenty,downfall,0.0,1.0,0.8,0.2,0.8,0.2
siouxsie and the banshees,happy house,0.0,0.8,0.6,0.2,0.8,0.4
daft punk,too long / steam machine,1.0,1.0,1.0,0.0,0.2,1.0
spoon,my little japanese cigarette case,0.0,1.0,0.4,0.4,0.8,0.0
system of a down,i-e-a-i-a-i-o,0.0,1.0,1.0,0.2,1.0,0.0
nine inch nails,pinion,0.0,1.0,0.8,0.0,0.2,1.0
eddie vedder,rise,0.0,1.0,0.2,1.0,0.0,0.0
tori amos,sweet the sting,0.0,1.0,0.6,0.4,0.8,0.2
van halen,eruption,0.0,0.8,1.0,0.0,1.0,0.0
the kooks,if only,0.0,0.8,0.6,0.4,0.8,0.0
calvin harris,acceptable in the 80's,0.0,0.8,0.6,0.0,0.2,1.0
mew,fox cub,0.0,1.0,0.2,0.2,0.2,0.8
andrew bird,sovay,0.0,1.0,0.4,0.8,0.2,0.0
the cure,high,0.0,1.0,0.6,0.0,1.0,0.2
of montreal,i was never young,0.0,0.8,0.6,0.0,0.4,1.0
the fray,dead wrong,0.0,1.0,0.6,0.6,0.6,0.2
beck,earthquake weather,0.0,1.0,0.6,0.6,0.6,0.4
opeth,the drapery falls,0.0,1.0,0.8,0.4,1.0,0.2
tv on the radio,let the devil in,0.0,1.0,0.8,0.2,0.8,0.4
kanye west,welcome to heartbreak (feat. kid cudi),0.0,1.0,0.6,0.2,0.4,1.0
of montreal,bunny ain't no kind of rider,0.0,1.0,0.6,0.0,0.4,1.0
elbow,the bones of you,0.0,1.0,0.6,0.4,0.8,0.2
killswitch engage,rose of sharyn,0.0,1.0,1.0,0.0,1.0,0.0
manic street preachers,a design for life,0.0,1.0,0.8,0.6,0.8,0.0
the strokes,killing lies,0.0,0.8,0.6,0.2,1.0,0.0
blonde redhead,heroine,0.0,0.6,0.8,0.2,1.0,0.2
beirut,prenzlauerberg,0.0,0.6,0.4,1.0,0.0,0.0
the kinks,till the end of the day,0.0,0.6,0.8,0.2,1.0,0.0
hadouken!,that boy that girl,0.0,0.8,1.0,0.0,0.4,1.0
!!!,sweet life,0.0,0.8,0.8,0.2,0.8,0.6
the clash,career opportunities,0.0,0.6,0.8,0.2,1.0,0.0
rilo kiley,the execution of all things,0.0,0.8,0.6,0.2,0.8,0.2
muse,can't take my eyes off you,0.0,0.8,0.8,0.0,1.0,0.4
red hot chili peppers,universally speaking,0.0,1.0,0.6,0.2,1.0,0.0
deathstars,cyanide,0.0,1.0,0.8,0.0,1.0,0.8
flogging molly,drunken lullabies,0.0,0.8,1.0,0.6,0.8,0.0
ozzy osbourne,mr. crowley,0.0,1.0,0.8,0.2,1.0,0.4
megadeth,peace sells,0.0,0.8,1.0,0.0,1.0,0.0
the new pornographers,letter from an occupant,0.0,0.8,0.8,0.2,1.0,0.4
augustana,stars and boulevards,0.0,1.0,0.4,0.6,0.4,0.0
nightwish,for the heart i once had,0.0,1.0,0.8,0.6,0.8,0.4
pearl jam,animal,0.0,0.8,0.8,0.0,1.0,0.0
joy division,glass,0.0,0.8,0.8,0.2,1.0,0.0
feeder,just a day,0.0,1.0,0.8,0.0,1.0,0.0
audioslave,out of exile,0.0,1.0,0.8,0.0,1.0,0.0
depeche mode,martyr,0.0,1.0,0.8,0.0,0.4,1.0
led zeppelin,bron-yr-aur stomp,0.0,0.8,0.6,1.0,0.0,0.0
black flag,rise above,0.0,0.4,1.0,0.2,1.0,0.0
travis,my eyes,0.0,1.0,0.4,0.6,0.4,0.0
dj shadow,best foot forward,0.0,0.8,0.4,0.0,0.0,1.0
garbage,sex is not the enemy,0.0,1.0,0.8,0.2,1.0,0.2
jamie t,salvador,0.0,0.8,0.8,0.2,0.8,0.0
cat power,the moon,0.0,1.0,0.2,0.8,0.4,0.0
idlewild,love steals us from loneliness,0.0,1.0,0.8,0.4,0.8,0.0
girl talk,hands in the air,0.0,1.0,1.0,0.2,0.8,0.8
girl talk,summer smoke,0.0,1.0,0.6,0.2,0.4,1.0
uffie,dismissed,0.0,0.8,0.6,0.0,0.0,1.0
aphex twin,ageispolis,0.0,0.8,0.6,0.0,0.0,1.0
adam green,emily,0.0,0.8,0.4,0.8,0.4,0.0
iron maiden,wrathchild,0.0,0.8,0.8,0.0,1.0,0.0
the beatles,the word,0.0,0.8,0.6,0.4,0.8,0.0
les savy fav,the sweat descends,0.0,0.8,0.8,0.2,1.0,0.0
eric prydz,call on me,0.0,1.0,0.8,0.0,0.2,1.0
the kooks,jackie big tits,0.0,0.8,0.6,0.4,0.8,0.0
zero 7,when it falls,0.0,1.0,0.4,0.4,0.4,0.8
queens of the stone age,the sky is fallin',0.0,1.0,0.8,0.0,1.0,0.0
sneaker pimps,tesko suicide,0.0,0.8,0.8,0.2,0.8,0.8
girl talk,friday night,0.0,1.0,1.0,0.2,0.8,1.0
u2,bullet the blue sky,0.0,1.0,1.0,0.2,1.0,0.2
bloc party,ares,0.0,1.0,1.0,0.0,0.8,0.8
nine inch nails,where is everybody?,0.0,1.0,0.8,0.0,0.8,0.8
kate nash,merry happy,0.0,0.8,0.6,0.6,0.4,0.2
afi,bleed black,0.0,1.0,0.8,0.0,1.0,0.2
m83,unrecorded,0.0,1.0,0.8,0.0,0.4,1.0
black rebel motorcycle club,killing the light,0.0,0.8,0.8,0.2,1.0,0.0
tokyo police club,in a cave,0.0,0.8,0.6,0.2,1.0,0.2
cocorosie,jesus loves me,0.0,0.4,0.2,0.8,0.0,0.2
led zeppelin jam,bring it on home,1.0,0.6,1.0,0.2,1.0,0.0
dido,honestly ok,0.0,1.0,0.6,0.4,0.4,0.8
joanna newsom,cosmia,0.0,1.0,0.6,1.0,0.0,0.0
fiona apple,pale september,0.0,1.0,0.2,0.8,0.2,0.0
zwan,honestly,0.0,1.0,0.8,0.2,1.0,0.0
nirvana,milk it,0.0,0.8,1.0,0.0,1.0,0.0
daft punk,television rules the nation,0.0,0.8,0.8,0.0,0.0,1.0
marilyn manson,personal jesus,0.0,1.0,0.8,0.0,1.0,0.6
queens of the stone age,in the fade,0.0,1.0,0.6,0.0,1.0,0.0
thievery corporation,heaven's gonna burn your eyes,0.0,1.0,0.2,0.4,0.4,0.8
the velvet underground,oh! sweet nuthin',0.0,0.8,0.4,0.4,0.8,0.0
thievery corporation,all that we perceive,0.0,1.0,0.4,0.4,0.4,0.8
nouvelle vague,bela lugosi's dead,0.0,1.0,0.2,1.0,0.0,0.0
radiohead,sail to the moon. (brush the cobwebs out of the sky.),0.0,1.0,0.4,0.6,0.4,0.6
radiohead,ripcord,0.0,0.8,0.8,0.2,1.0,0.0
the rakes,we danced together,0.0,0.8,0.6,0.0,1.0,0.2
the cribs,men's needs,0.0,0.8,0.8,0.0,1.0,0.0
ladytron,all the way,0.0,1.0,0.8,0.0,0.2,1.0
kings of leon,spiral staircase,0.0,0.8,0.8,0.2,1.0,0.0
bright eyes,gold mine gutted,0.0,1.0,0.4,0.2,0.6,0.8
m.i.a.,world town,0.0,1.0,1.0,0.2,0.2,1.0
laura marling,ghosts,0.0,0.8,0.4,1.0,0.2,0.0
ellen allien & apparat,turbo dreams,0.0,1.0,0.6,0.0,0.0,1.0
the beatles,sexy sadie,0.0,0.8,0.4,0.6,0.4,0.0
simian mobile disco,i got this down,0.0,1.0,0.8,0.0,0.2,1.0
yeah yeah yeahs,dragon queen,0.0,1.0,0.6,0.2,0.4,0.8
jackson and his computer band,oh boy,0.0,1.0,0.8,0.0,0.2,1.0
elliott smith,satellite,0.0,0.4,0.2,0.8,0.2,0.0
goldfrapp,tiptoe,0.0,1.0,0.4,0.0,0.2,1.0
the kooks,sway,0.0,0.8,0.8,0.2,1.0,0.0
katatonia,ghost of the sun,0.0,1.0,0.8,0.0,1.0,0.2
cat power,maybe not,0.0,0.8,0.2,1.0,0.0,0.0
beyoncé,if i were a boy,0.0,1.0,0.6,0.6,0.4,0.2
goldfrapp,deer stop,0.0,1.0,0.2,0.6,0.2,0.6
iron & wine,woman king,0.0,1.0,0.6,0.8,0.4,0.0
jamie t,sheila,0.0,0.8,0.4,0.8,0.4,0.0
the beatles,don't pass me by,0.0,0.8,0.4,0.8,0.4,0.0
death cab for cutie,we laugh indoors,0.0,0.8,0.8,0.2,1.0,0.0
fiona apple,across the universe,0.0,1.0,0.4,0.8,0.2,0.0
tool,opiate,0.0,0.6,1.0,0.0,1.0,0.0
iron maiden,these colours don't run,0.0,0.8,0.8,0.0,1.0,0.0
the jesus and mary chain,april skies,0.0,0.8,0.6,0.2,1.0,0.4
nine inch nails,the mark has been made,0.0,1.0,0.8,0.2,0.8,0.8
death cab for cutie,steadier footing,0.0,0.8,0.2,1.0,0.2,0.0
fall out boy,thriller,0.0,1.0,0.8,0.0,1.0,0.2
the cranberries,i can't be with you,0.0,1.0,0.6,0.4,0.8,0.0
nightwish,wishmaster,0.0,0.8,1.0,0.0,1.0,0.6
red hot chili peppers,strip my mind,0.0,1.0,0.4,0.2,0.8,0.0
slayer,necrophobic,0.0,1.0,1.0,0.2,1.0,0.0
nightwish,eva,0.0,1.0,0.4,0.8,0.4,0.2
prince,purple rain,0.2,1.0,0.8,0.2,0.8,0.6
the stills,still in love song,0.0,0.8,0.8,0.0,1.0,0.2
wu-tang clan,gravel pit,0.0,1.0,0.8,0.2,0.2,1.0
foo fighters,resolve,0.0,1.0,0.8,0.2,1.0,0.0
placebo,haemoglobin,0.0,0.8,1.0,0.0,1.0,0.2
amy macdonald,run,0.0,1.0,0.6,0.8,0.6,0.0
elvis presley,jailhouse rock,0.0,0.8,0.6,0.4,0.8,0.0
hot chip,tchaparian,0.0,0.8,0.6,0.0,0.2,1.0
gustavo cerati,adiós,0.0,1.0,0.6,0.4,0.8,0.2
björk,i miss you,0.0,1.0,0.8,0.6,0.2,0.8
the beatles,doctor robert,0.0,0.8,0.6,0.4,1.0,0.0
le tigre,my my metrocard,0.0,0.6,0.6,0.0,0.4,0.8
steppenwolf,born to be wild,0.0,0.8,0.8,0.0,1.0,0.0
blonde redhead,falling man,0.0,1.0,0.6,0.4,0.8,0.2
patrick wolf,apparition,0.0,0.8,0.4,0.8,0.2,0.2
beirut,in the mausoleum,0.0,1.0,0.6,1.0,0.2,0.0
afi,the great disappointment,0.0,1.0,0.8,0.2,1.0,0.0
lcd soundsystem,us v them,0.0,1.0,0.8,0.4,0.6,0.8
dashboard confessional,screaming infidelities,0.0,0.8,0.6,0.8,0.4,0.0
sufjan stevens,in this temple as in the hearts of man for whom he saved the earth,0.0,1.0,0.2,0.8,0.0,0.0
joanna newsom,sawdust & diamonds,0.0,1.0,0.4,1.0,0.0,0.0
lcd soundsystem,movement,0.0,0.8,1.0,0.2,1.0,0.2
hot chip,arrest yourself,0.0,0.6,0.4,0.2,0.6,0.8
rihanna,pon de replay,0.0,1.0,0.8,0.0,0.4,1.0
feist,l'amour ne dure pas toujours,0.0,1.0,0.2,0.8,0.2,0.0
the doors,the unknown soldier,0.0,0.8,0.6,0.2,0.8,0.0
pj harvey,beautiful feeling,0.0,1.0,0.4,0.2,0.8,0.2
moby,signs of love,0.0,1.0,0.4,0.6,0.4,0.6
t. rex,20th century boy,0.0,0.8,0.8,0.2,1.0,0.0
placebo,broken promise (feat. michael stipe),0.0,1.0,0.6,0.4,0.8,0.2
the radio dept.,keen on boys,0.0,0.4,0.6,0.0,0.8,0.6
charlotte gainsbourg,the songs that we sing,0.0,1.0,0.6,0.6,0.6,0.4
linkin park,from the inside,0.0,1.0,1.0,0.0,1.0,0.4
clint mansell,tree of life,0.0,1.0,0.6,0.8,0.2,0.4
porcupine tree,deadwing,0.0,1.0,0.8,0.2,1.0,0.4
pantera,heresy,0.0,1.0,1.0,0.0,1.0,0.0
stone temple pilots,interstate love song,0.0,1.0,0.8,0.4,0.8,0.0
dangerdoom,sofa king,0.0,1.0,0.6,0.2,0.4,0.8
the rakes,terror!,0.0,0.8,0.8,0.0,1.0,0.0
fiona apple,the first taste,0.0,1.0,0.6,0.8,0.4,0.2
radiohead,where i end and you begin. (the sky is falling in.),0.0,1.0,0.8,0.2,0.8,0.6
cat power,where is my love,0.0,1.0,0.2,0.8,0.2,0.0
fiona apple,not about love,0.0,0.8,0.8,0.8,0.4,0.0
oasis,shakermaker,0.0,0.8,0.6,0.2,1.0,0.0
jack johnson,the horizon has been defeated,0.0,0.8,0.4,0.8,0.4,0.0
mogwai,black spider,0.0,1.0,0.8,0.4,1.0,0.4
the vines,get free,0.0,0.8,1.0,0.2,1.0,0.0
modest mouse,the stars are projectors,0.0,0.8,0.8,0.2,0.8,0.4
tool,part of me,0.0,0.8,0.8,0.2,1.0,0.0
children of bodom,living dead beat,0.0,1.0,1.0,0.2,1.0,0.4
children of bodom,punch me i bleed,0.0,1.0,0.8,0.0,1.0,0.4
ozzy osbourne,dreamer,0.0,1.0,0.4,0.6,0.4,0.4
britney spears,blur,0.0,1.0,0.4,0.0,0.2,1.0
